Score	q-val	Members
1.0	3.7583333333333333	PHKA2	TRPM3
1.0	3.6816326530612247	PAM	REPIN1
1.0	3.608	HMGB2	TP53
1.0	3.5372549019607846	PTH1R	TP53
1.0	3.4692307692307693	ITGB4	MET
1.0	3.4037735849056605	LRBA	REPIN1
1.0	3.340740740740741	NFKBIA	TNFSF10
1.0	3.2800000000000002	ANGEL1	REPIN1
1.0	3.2214285714285715	KRAS	MET
1.0	3.1649122807017545	HOXA5	ACTB
1.0	3.110344827586207	SMARCB1	ARID1A
1.0	3.057627118644068	GALNS	NFE2L2
1.0	3.006666666666667	NUP50	TP53
1.0	2.957377049180328	PBRM1	ARID1A
1.0	2.9096774193548387	RPL7A	RPL22
1.0	2.8634920634920635	RUNX2	CLTC
1.0	2.81875	ARHGEF10L	MET
1.0	2.7753846153846156	COL18A1	TNFSF10
1.0	2.7333333333333334	DNMT3A	ARID1A
1.0	2.692537313432836	HTT	ACTB
1.0	2.652941176470588	MAML1	CREBBP
1.0	2.6144927536231886	COX8A	UQCR10
1.0	2.5771428571428574	AGBL5	REPIN1
1.0	2.5408450704225354	CREBBP	KDM6A
1.0	2.5055555555555555	MET	PTEN
1.0	2.471232876712329	SLC6A13	SLC6A8
1.0	2.437837837837838	DOCK9	MET
1.0	2.4053333333333335	CDC20	STAG2
1.0	2.373684210526316	SKI	CREBBP
1.0	2.342857142857143	ARMC5	REPIN1
1.0	2.312820512820513	DENR	REPIN1
1.0	2.2835443037974685	RFNG	NOTCH1
1.0	2.255	CDC27	PSMD1
1.0	2.2271604938271605	MPRIP	REPIN1
1.0	2.2	SLC25A12	CEBPA
1.0	2.1734939759036145	TRIM55	XBP1
1.0	2.1476190476190475	PLEKHA6	TP53
1.0	2.1223529411764708	NOTCH1	MET
1.0	2.0976744186046514	TNFSF10	MET
1.0	2.0735632183908046	NEDD4	WWP1
1.0	2.0500000000000003	DMTF1	REPIN1
1.0	2.0269662921348317	PRKAR1A	TNFSF10
1.0	2.0044444444444447	HGS	MET
1.0	1.9824175824175825	SLC13A3	SLC6A13
1.0	1.9608695652173913	ZNF318	GSN
1.0	1.9397849462365593	PIP4K2A	MET
1.0	1.9191489361702128	RERE	CEBPA
1.0	1.8989473684210527	FBXO36	REPIN1
1.0	1.8791666666666667	DAP3	CLTC
1.0	1.8597938144329897	KDM6A	ARID1A
1.0	1.8408163265306123	AP1B1	CLTC
1.0	1.8222222222222222	ELF3	MAPK7
1.0	1.804	CPEB4	REPIN1
1.0	1.7861386138613862	IGFBP6	REPIN1
1.0	1.7686274509803923	MITF	NOTCH1
1.0	1.7514563106796117	BAP1	REPIN1
1.0	1.7346153846153847	BCAM	TP53
1.0	1.7180952380952381	MLH3	CEBPA
1.0	1.7018867924528303	VPS37D	C17orf70
1.0	1.685981308411215	HSBP1	CREBBP
1.0	1.6703703703703705	PTEN	MET
1.0	1.655045871559633	LGR4	CEBPA
1.0	1.6400000000000001	YBX1	REPIN1
1.0	1.6252252252252253	ACOX3	XBP1
1.0	1.6107142857142858	AP1S3	CLTC
1.0	1.5964601769911504	GSN	HTT
1.0	1.5824561403508772	TPP1	XBP1
1.0	1.568695652173913	PSMD1	CDC27
1.0	1.5551724137931036	LRRFIP1	MET
1.0	1.541880341880342	MKL1	NOTCH1
1.0	1.528813559322034	NRG1	HTT
1.0	1.5159663865546218	SHC2	MET
1.0	1.5033333333333334	ERRFI1	TP53
1.0	1.490909090909091	SLC43A3	REPIN1
1.0	1.478688524590164	TRPM3	CLTC
1.0	1.4666666666666668	HSP90AA1	HTT
1.0	1.4548387096774194	SGK2	WWP1
1.0	1.4432	C17orf70	RFC5
1.0	1.4317460317460318	PRKCI	PTEN
1.0	1.420472440944882	EXOSC2	REPIN1
1.0	1.409375	TP53	MET
1.0	1.3984496124031007	ARHGAP29	HTT
1.0	1.3876923076923078	KIDINS220	PTEN
1.0	1.3770992366412214	ACADL	XBP1
1.0	1.3666666666666667	ARHGAP26	PTEN
1.0	1.3563909774436091	NCOA3	SKI
1.0	1.346268656716418	PRDX6	CEBPA
1.0	1.3362962962962963	RRM2	TXNRD1
1.0	1.326470588235294	DIS3L2	CEBPA
1.0	1.3167883211678832	PEBP1	INCENP
1.0	1.3072463768115943	TXNRD1	NFE2L2
1.0	1.297841726618705	JMJD1C	ARID1A
1.0	1.2885714285714287	MAPRE3	NFE2L2
1.0	1.2794326241134752	SRGAP1	HTT
1.0	1.2704225352112677	ING5	ARID1A
1.0	1.2615384615384615	TNFRSF21	CREBBP
1.0	1.2527777777777778	ING4	ARID1A
1.0	1.244137931034483	PHLDB1	REPIN1
1.0	1.2356164383561645	IRX5	CEBPA
1.0	1.2272108843537415	CYTH1	PTEN
1.0	1.218918918918919	SAV1	CEBPA
1.0	1.210738255033557	RTKN	REPIN1
1.0	1.2026666666666668	FAM13B	HTT
1.0	1.1947019867549669	XBP1	MET
1.0	1.186842105263158	IL10RA	MET
1.0	1.1790849673202615	RNF128	NOTCH1
1.0	1.1714285714285715	LARS	CEBPA
1.0	1.1638709677419354	GALNT14	MUC20
1.0	1.1564102564102565	ACTB	ARID1A
1.0	1.1490445859872611	CEBPA	MET
1.0	1.1417721518987343	PDK2	REPIN1
1.0	1.1345911949685534	CAPN5	TP53
1.0	1.1275	MUC20	MET
1.0	1.1204968944099378	TRIM28	HTT
1.0	1.1135802469135803	RPL24	RPL7A
1.0	1.1067484662576688	SAP30BP	ACTB
1.0	1.1	CENPK	STAG2
1.0	1.0933333333333333	ATXN7L3	ARID1A
1.0	1.0867469879518072	MEMO1	TP53
1.0	1.080239520958084	COL5A1	PTEN
1.0	1.0738095238095238	PREB	XBP1
1.0	1.0674556213017752	KHK	CREBBP
1.0	1.0611764705882354	PPP1R9B	NFE2L2
1.0	1.0549707602339182	SON	HOXA5
1.0	1.0488372093023257	SLC6A8	SLC6A13
1.0	1.0427745664739885	RPL22	RPL7A
1.0	1.0367816091954023	SLC17A1	SLC6A13
1.0	1.030857142857143	CSGALNACT2	TP53
1.0	1.0250000000000001	MAPK15	SKI
1.0	1.0192090395480227	SLC5A6	SLC6A13
1.0	1.0134831460674159	FCGR2A	MET
1.0	1.0078212290502793	PAPOLG	RUNX2
1.0	1.0022222222222223	SH3BP2	MET
1.0	0.9966850828729282	REPIN1	MET
