Score	q-val	Members
1.0	3.2467532467532467	PNPLA8	MET
1.0	3.225806451612903	LCLAT1	MET
1.0	3.2051282051282053	NFE2L2	MET
1.0	3.1847133757961785	NFE2L3	MLL3
1.0	3.1645569620253164	SLC40A1	MET
1.0	3.1446540880503147	FAM160B2	FAT1
1.0	3.125	PHKA2	MET
1.0	3.1055900621118013	STK16	MET
1.0	3.0864197530864197	PAM	MLL3
1.0	3.067484662576687	HDLBP	MLL3
1.0	3.048780487804878	HMGB2	MET
1.0	3.0303030303030303	TMEM214	MLL3
1.0	3.0120481927710845	GLUD2	MET
1.0	2.9940119760479043	LRBA	MET
1.0	2.9761904761904763	SLC38A10	MET
1.0	2.9585798816568047	OR2L3	MET
1.0	2.9411764705882355	HNRNPM	FAT1
1.0	2.9239766081871346	PDE6D	MLL3
1.0	2.9069767441860463	TTBK2	FAT1
1.0	2.8901734104046244	SMARCB1	MET
1.0	2.8735632183908044	ZNF598	MET
1.0	2.857142857142857	RPL7A	MET
1.0	2.840909090909091	TRAF5	MLL3
1.0	2.824858757062147	TMEM30A	MLL3
1.0	2.808988764044944	PRB2	MLL3
1.0	2.793296089385475	PHACTR1	MLL3
1.0	2.7777777777777777	UBXN11	MET
1.0	2.7624309392265194	CUBN	FAT1
1.0	2.7472527472527473	SMCHD1	MET
1.0	2.73224043715847	PRB4	MET
1.0	2.717391304347826	SLC6A13	MET
1.0	2.7027027027027026	MET	FAT1
1.0	2.6881720430107525	DOCK9	MET
1.0	2.6737967914438503	MPHOSPH10	MLL3
1.0	2.6595744680851063	MTHFSD	MET
1.0	2.6455026455026456	ARMC5	FAT1
1.0	2.6315789473684212	THUMPD2	MET
1.0	2.6178010471204187	RFNG	MET
1.0	2.6041666666666665	MYPOP	MET
1.0	2.5906735751295336	TPBG	MET
1.0	2.577319587628866	AIM1	MET
1.0	2.5641025641025643	MPRIP	MLL3
1.0	2.5510204081632653	TRAF3IP2	MLL3
1.0	2.5380710659898478	TNFSF10	MET
1.0	2.525252525252525	ARMC9	MLL3
1.0	2.512562814070352	PRKAR1A	MET
1.0	2.5	TDG	MET
1.0	2.487562189054726	DNAJB2	MET
1.0	2.4752475247524752	SLC13A3	MET
1.0	2.4630541871921183	ZNF318	MLL3
1.0	2.450980392156863	FBXO33	MET
1.0	2.4390243902439024	FBXO36	MET
1.0	2.4271844660194173	KDM6A	MET
1.0	2.4154589371980677	IER5	MET
1.0	2.4038461538461537	ZFP14	MET
1.0	2.3923444976076556	LYAR	MLL3
1.0	2.380952380952381	ZNF200	MET
1.0	2.3696682464454977	BAP1	MET
1.0	2.358490566037736	WWC2	MET
1.0	2.347417840375587	DPH3	MET
1.0	2.336448598130841	PTMA	MLL3
1.0	2.3255813953488373	SYNGR2	MET
1.0	2.314814814814815	AFMID	MET
1.0	2.304147465437788	ACOX3	MLL3
1.0	2.293577981651376	PRMT2	MET
1.0	2.2831050228310503	ITPRIP	MLL3
1.0	2.272727272727273	ZNF407	MET
1.0	2.262443438914027	LRRFIP1	MLL3
1.0	2.2522522522522523	NRG1	MLL3
1.0	2.242152466367713	ANO7	MLL3
1.0	2.232142857142857	NBPF9	MET
1.0	2.2222222222222223	SLC43A3	MLL3
1.0	2.2123893805309733	NFX1	MET
1.0	2.202643171806167	TRPM3	MET
1.0	2.192982456140351	SGK2	MET
1.0	2.183406113537118	GAGE2A	MET
1.0	2.1739130434782608	C17orf70	MET
1.0	2.1645021645021645	STXBP3	MET
1.0	2.1551724137931036	TOPORS	MLL3
1.0	2.1459227467811157	KIDINS220	MLL3
1.0	2.1367521367521367	ACADL	FAT1
1.0	2.127659574468085	NCL	MLL3
1.0	2.1186440677966103	PPM1G	MET
1.0	2.109704641350211	CAPN10	MLL3
1.0	2.100840336134454	NCOA3	MET
1.0	2.092050209205021	PRDX6	MET
1.0	2.0833333333333335	ATG4B	MLL3
1.0	2.074688796680498	TBCD	MET
1.0	2.0661157024793386	ZFAND2B	MET
1.0	2.05761316872428	AAMP	MET
1.0	2.0491803278688523	TXNRD1	MET
1.0	2.0408163265306123	JMJD1C	MLL3
1.0	2.032520325203252	GPAM	MET
1.0	2.0242914979757085	MAPRE3	MET
1.0	2.0161290322580645	OAT	MET
1.0	2.0080321285140563	BCLAF1	MET
1.0	2.0	IRX5	MET
1.0	1.9920318725099602	SAV1	MET
1.0	1.9841269841269842	SSFA2	HNRNPM
1.0	1.976284584980237	IRX1	MET
1.0	1.968503937007874	FAM13B	MLL3
1.0	1.9607843137254901	CHD8	MET
1.0	1.953125	PRPF8	MET
1.0	1.9455252918287937	DNER	MLL3
1.0	1.937984496124031	OST4	MET
1.0	1.9305019305019304	RNF128	MLL3
1.0	1.9230769230769231	GTF3C2	MET
1.0	1.9157088122605364	CEBPA	MET
1.0	1.9083969465648856	NF2	CUBN
1.0	1.9011406844106464	AHI1	MLL3
1.0	1.893939393939394	GDPD5	MLL3
1.0	1.8867924528301887	SCRN2	SETD2
1.0	1.8796992481203008	MEMO1	MET
1.0	1.8726591760299625	COL5A1	MET
1.0	1.8656716417910448	PPP1R9B	MLL3
1.0	1.858736059479554	SNED1	MET
1.0	1.8518518518518519	IFIT5	MET
1.0	1.845018450184502	FASTKD3	MLL3
1.0	1.838235294117647	ADCY3	MET
1.0	1.8315018315018314	SCPEP1	MET
1.0	1.8248175182481752	ATP1B1	MET
1.0	1.8181818181818181	PNMA2	MET
1.0	1.8115942028985508	VAPB	MET
1.0	1.8050541516245486	FAM20C	MET
1.0	1.7985611510791366	TRAPPC2L	MET
1.0	1.7921146953405018	CD52	MLL3
1.0	1.7857142857142858	SIDT2	MLL3
1.0	1.7793594306049823	DCPS	MET
1.0	1.7730496453900708	AGPS	MLL3
1.0	1.7667844522968197	MTG1	MLL3
1.0	1.7605633802816902	COL4A3BP	MET
1.0	1.7543859649122806	WWP1	FAT1
1.0	1.7482517482517483	RSPH3	MET
1.0	1.7421602787456445	C2orf62	MET
1.0	1.7361111111111112	MRPL33	MET
1.0	1.7301038062283738	CYHR1	MET
1.0	1.7241379310344827	EIF2B4	MET
1.0	1.7182130584192439	ACSM2B	MET
1.0	1.7123287671232876	F12	MET
1.0	1.7064846416382253	VANGL1	MET
1.0	1.7006802721088434	CIZ1	MET
1.0	1.694915254237288	LYRM4	MET
1.0	1.6891891891891893	KIAA0141	MET
1.0	1.6835016835016836	OPTN	MET
1.0	1.6778523489932886	H2AFJ	MLL3
1.0	1.6722408026755853	FARP2	FAT1
1.0	1.6666666666666667	RFC5	MET
1.0	1.6611295681063123	PCF11	MET
1.0	1.6556291390728477	PRDM9	MET
1.0	1.6501650165016502	ACAP1	MET
1.0	1.644736842105263	BHMT	MLL3
1.0	1.639344262295082	MYEOV2	MLL3
1.0	1.6339869281045751	C2orf54	MET
1.0	1.6286644951140066	GIGYF2	MET
1.0	1.6233766233766234	ADD1	MLL3
1.0	1.6181229773462784	STK11IP	MET
1.0	1.6129032258064515	ENPP1	MET
1.0	1.607717041800643	PFKFB3	MET
1.0	1.6025641025641026	ASAP3	MET
1.0	1.597444089456869	C12orf57	MET
1.0	1.5923566878980893	ANGEL1	MET
1.0	1.5873015873015872	TJAP1	MET
1.0	1.5822784810126582	FAM65B	MET
1.0	1.5772870662460567	LGALS3BP	MET
1.0	1.5723270440251573	KRAS	MET
1.0	1.567398119122257	NUP50	MET
1.0	1.5625	GALNS	MET
1.0	1.557632398753894	PBRM1	MET
1.0	1.5527950310559007	FCHO2	FAT1
1.0	1.5479876160990713	COL18A1	MLL3
1.0	1.5432098765432098	OSBPL5	MLL3
1.0	1.5384615384615385	MAML1	MLL3
1.0	1.5337423312883436	CREBBP	FAT1
1.0	1.529051987767584	AGBL5	MET
1.0	1.524390243902439	DDX1	MET
1.0	1.5197568389057752	ANKMY1	MLL3
1.0	1.5151515151515151	SKI	MLL3
1.0	1.5105740181268883	CDC20	MLL3
1.0	1.5060240963855422	CDC27	MET
1.0	1.5015015015015014	NOTCH1	MET
1.0	1.4970059880239521	DMTF1	MET
1.0	1.492537313432836	KIAA0922	MLL3
1.0	1.4880952380952381	UTS2R	MET
1.0	1.4836795252225519	AHDC1	MET
1.0	1.4792899408284024	KCNJ15	MET
1.0	1.4749262536873156	ARSD	MET
1.0	1.4705882352941178	KIAA0368	MET
1.0	1.466275659824047	AP1B1	MET
1.0	1.4619883040935673	UTP18	MET
1.0	1.4577259475218658	FERMT3	MET
1.0	1.4534883720930232	CPEB4	MET
1.0	1.4492753623188406	MITF	MET
1.0	1.4450867052023122	TTLL4	MLL3
1.0	1.440922190201729	VPS37D	MLL3
1.0	1.4367816091954022	MLH3	MET
1.0	1.4326647564469914	COPS8	MLL3
1.0	1.4285714285714286	HSBP1	MET
1.0	1.4245014245014245	PTEN	MET
1.0	1.4204545454545454	DNAJC14	MET
1.0	1.4164305949008498	LOC100132247	MET
1.0	1.4124293785310735	FITM2	MET
1.0	1.408450704225352	PARG	MET
1.0	1.404494382022472	AGAP1	MLL3
1.0	1.4005602240896358	GOLGA4	MET
1.0	1.3966480446927374	GOLGA2	MET
1.0	1.392757660167131	AASDH	MET
1.0	1.3888888888888888	DNAJC27	MLL3
1.0	1.3850415512465375	PSG5	MET
1.0	1.3812154696132597	NOL10	MET
1.0	1.3774104683195592	ADAM17	MET
1.0	1.3736263736263736	MTAP	MET
1.0	1.36986301369863	SUSD4	MET
1.0	1.366120218579235	SRCAP	MLL3
1.0	1.3623978201634876	CXCL1	MET
1.0	1.358695652173913	THAP4	MLL3
1.0	1.3550135501355014	SLC19A3	MLL3
1.0	1.3513513513513513	BMS1	MET
1.0	1.3477088948787062	PRPF19	MET
1.0	1.3440860215053763	FAM117B	MET
1.0	1.3404825737265416	SULT1C4	FAT1
1.0	1.3368983957219251	XBP1	MET
1.0	1.3333333333333333	FAT1	MET
1.0	1.3297872340425532	IL10RA	MET
1.0	1.3262599469496021	DTNB	MET
1.0	1.3227513227513228	PEX14	MET
1.0	1.3192612137203166	HRCT1	MET
1.0	1.3157894736842106	DFNA5	MLL3
1.0	1.3123359580052494	COX7A1	MET
1.0	1.3089005235602094	BAIAP2L2	MET
1.0	1.3054830287206267	SYNPO2	MLL3
1.0	1.3020833333333333	ANKRD40	MET
1.0	1.2987012987012987	NAT9	MET
1.0	1.2953367875647668	APRT	MET
1.0	1.2919896640826873	DNPEP	MET
1.0	1.288659793814433	PREB	MET
1.0	1.2853470437017995	KHK	MET
1.0	1.2820512820512822	PPP1R7	MLL3
1.0	1.278772378516624	MAPK15	MET
1.0	1.2755102040816326	FCGR2A	FAT1
1.0	1.272264631043257	PAPOLG	MET
1.0	1.2690355329949239	COG1	MET
1.0	1.2658227848101267	RBM17	MLL3
1.0	1.2626262626262625	SEPT2	MLL3
1.0	1.2594458438287153	F13A1	MET
1.0	1.256281407035176	DTYMK	MLL3
1.0	1.2531328320802004	TTL	MET
1.0	1.25	STARD3	MET
1.0	1.2468827930174564	ZNF184	MET
1.0	1.243781094527363	PAPPA	MET
1.0	1.2406947890818858	MLL3	FAT1
1.0	1.2376237623762376	INADL	MET
1.0	1.2345679012345678	PLXNB2	MET
1.0	1.2315270935960592	ZNF814	MET
1.0	1.2285012285012284	TRIM41	MET
1.0	1.2254901960784315	CDKL2	MLL3
1.0	1.2224938875305624	HOXD8	MLL3
1.0	1.2195121951219512	RNF25	MET
1.0	1.2165450121654502	ASB6	MET
1.0	1.2135922330097086	AGFG1	MLL3
1.0	1.2106537530266344	ITGB4	MLL3
1.0	1.2077294685990339	COPS7B	FAT1
1.0	1.2048192771084338	UBE2QL1	MET
1.0	1.2019230769230769	PTPRCAP	MET
1.0	1.1990407673860912	COMMD8	MET
1.0	1.1961722488038278	FOLR2	MLL3
1.0	1.1933174224343674	HOXA5	MET
1.0	1.1904761904761905	ENTPD7	MET
1.0	1.187648456057007	SLC30A9	MLL3
1.0	1.1848341232227488	LRFN4	MET
1.0	1.1820330969267139	RUNX2	MLL3
1.0	1.179245283018868	PARD6B	MET
1.0	1.1764705882352942	ACY1	MET
1.0	1.1737089201877935	HTT	FAT1
1.0	1.17096018735363	C3orf17	MET
1.0	1.1682242990654206	COX8A	MET
1.0	1.1655011655011656	DENR	MET
1.0	1.1627906976744187	SLC25A12	MLL3
1.0	1.160092807424594	TRIM55	MET
1.0	1.1574074074074074	PLEKHA6	MLL3
1.0	1.1547344110854503	NEDD4	MLL3
1.0	1.152073732718894	HEATR3	MLL3
1.0	1.1494252873563218	TXNDC15	MET
1.0	1.146788990825688	YIPF3	MET
1.0	1.1441647597254005	ATG16L1	MLL3
1.0	1.1415525114155252	PIP4K2A	MET
1.0	1.1389521640091116	DAP3	MLL3
1.0	1.1363636363636365	HPS5	MET
1.0	1.1337868480725624	IGFBP6	MET
1.0	1.1312217194570136	BCAM	MLL3
1.0	1.1286681715575622	CLTC	FAT1
1.0	1.1261261261261262	ZZEF1	MET
1.0	1.1235955056179776	LGR4	MET
1.0	1.1210762331838564	SBDS	MET
1.0	1.1185682326621924	CCDC41	MET
1.0	1.1160714285714286	GSN	MLL3
1.0	1.1135857461024499	TPP1	MLL3
1.0	1.1111111111111112	PSMD1	MET
1.0	1.1086474501108647	MKL1	MET
1.0	1.1061946902654867	SHC2	MET
1.0	1.1037527593818985	HSP90AA1	MLL3
1.0	1.1013215859030836	PRKCI	MLL3
1.0	1.098901098901099	ARHGAP29	FAT1
1.0	1.0964912280701755	PIGR	FAT1
1.0	1.0940919037199124	ARHGAP26	FAT1
1.0	1.091703056768559	FAM134A	MLL3
1.0	1.0893246187363834	ITGB1BP1	MET
1.0	1.0869565217391304	TPPP	MET
1.0	1.0845986984815619	DIS3L2	MLL3
1.0	1.0822510822510822	PEBP1	MET
1.0	1.079913606911447	KRTAP1-3	MET
1.0	1.0775862068965518	PPP1R15B	MET
1.0	1.075268817204301	GSTP1	MET
1.0	1.0729613733905579	SMARCAD1	MET
1.0	1.0706638115631693	ING5	MLL3
1.0	1.0683760683760684	TNFRSF21	MET
1.0	1.0660980810234542	ING4	MLL3
1.0	1.0638297872340425	NDUFB7	MET
1.0	1.0615711252653928	CYTH1	MET
1.0	1.0593220338983051	RSAD1	MET
1.0	1.0570824524312896	MINA	MET
1.0	1.0548523206751055	LARS	FAT1
1.0	1.0526315789473684	MUS81	MET
1.0	1.050420168067227	NACA2	MET
1.0	1.0482180293501049	SCG2	MET
1.0	1.0460251046025104	ACTB	MLL3
1.0	1.0438413361169103	TXNIP	MET
1.0	1.0416666666666667	GIMAP8	MET
1.0	1.0395010395010396	MUC20	MET
1.0	1.037344398340249	FAM188B	MET
1.0	1.0351966873706004	NFASC	FAT1
1.0	1.0330578512396693	SAP30BP	MET
1.0	1.0309278350515463	CENPK	MLL3
1.0	1.02880658436214	ATXN7L3	MET
1.0	1.0266940451745379	MON2	MET
1.0	1.0245901639344261	SH3BP4	MET
1.0	1.0224948875255624	ATXN3	MET
1.0	1.0204081632653061	SON	MLL3
1.0	1.0183299389002036	KLHL36	MET
1.0	1.016260162601626	SLC6A8	MET
1.0	1.0141987829614605	SLC17A1	MLL3
1.0	1.0121457489878543	CSGALNACT2	MET
1.0	1.0101010101010102	PSPC1	MLL3
1.0	1.0080645161290323	BRE	MET
1.0	1.0060362173038229	TEP1	MET
1.0	1.0040160642570282	SLC5A6	MET
1.0	1.002004008016032	SETD2	MET
1.0	1.0	SH3BP2	MET
