Score	q-val	Members
1.0	2.887910447761194	HSBP1	CREBBP
1.0	2.8454411764705885	PTEN	MET
1.0	2.8042028985507246	YBX1	REPIN1
1.0	2.7641428571428572	AP1S3	CLTC
1.0	2.725211267605634	ERRFI1	TP53
1.0	2.687361111111111	TP53	MET
1.0	2.6505479452054796	EXOSC2	REPIN1
1.0	2.61472972972973	SIGIRR	PTEN
1.0	2.5798666666666668	SDCCAG3	TP53
1.0	2.545921052631579	ADAM17	CLTC
1.0	2.512857142857143	VCAN	CSGALNACT2
1.0	2.4806410256410256	SRGAP1	HTT
1.0	2.449240506329114	PHLDB1	REPIN1
1.0	2.418625	RTKN	REPIN1
1.0	2.3887654320987655	XBP1	MET
1.0	2.3596341463414636	IL10RA	MET
1.0	2.3312048192771084	GALNT14	MUC20
1.0	2.3034523809523813	CAPN5	TP53
1.0	2.2763529411764707	CEP135	TP53
1.0	2.2498837209302325	TRIM28	HTT
1.0	2.224022988505747	RPL24	RPL7A
1.0	2.19875	KHK	CREBBP
1.0	2.174044943820225	PREB	XBP1
1.0	2.149888888888889	UBTF	REPIN1
1.0	2.1262637362637364	RPL22	RPL7A
1.0	2.1031521739130437	MAPK15	SKI
1.0	2.080537634408602	FCGR2A	MET
1.0	2.058404255319149	PAPOLG	RUNX2
1.0	2.036736842105263	REPIN1	MET
1.0	2.0155208333333334	AP1G2	TP53
1.0	1.9947422680412372	PLXNA2	MET
1.0	1.974387755102041	PASK	REPIN1
1.0	1.9544444444444444	COX5A	UQCR10
1.0	1.9349	UQCR10	GSN
1.0	1.915742574257426	PAPPA	CTNNA1
1.0	1.8969607843137255	PITPNC1	TP53
1.0	1.8785436893203884	ANKZF1	REPIN1
1.0	1.8604807692307692	ATG9A	REPIN1
1.0	1.8427619047619048	BAIAP2	PTEN
1.0	1.8253773584905661	ARID1A	ACTB
1.0	1.8083177570093458	SOCS5	NOTCH1
1.0	1.7915740740740742	IRS1	MET
1.0	1.775137614678899	TRIM37	CEBPA
1.0	1.7590000000000001	RENBP	REPIN1
1.0	1.7431531531531532	CHPF	VCAN
1.0	1.7275892857142858	NFE2L2	HTT
1.0	1.7123008849557524	SLC40A1	CEBPA
1.0	1.697280701754386	PHKA2	TRPM3
1.0	1.6825217391304348	PAM	REPIN1
1.0	1.6680172413793104	HMGB2	TP53
1.0	1.6537606837606837	LRBA	REPIN1
1.0	1.6397457627118646	ITGB4	MET
1.0	1.625966386554622	SMARCB1	ARID1A
1.0	1.6124166666666668	HOXA5	ACTB
1.0	1.5990909090909091	RPL7A	RPL22
1.0	1.5859836065573771	RUNX2	COL18A1
1.0	1.573089430894309	HTT	ACTB
1.0	1.5604032258064517	SLC6A13	SLC6A8
1.0	1.54792	MET	TRIO
1.0	1.5356349206349207	COX8A	UQCR10
1.0	1.5235433070866142	DOCK9	MET
1.0	1.511640625	ARMC5	REPIN1
1.0	1.4999224806201552	DENR	REPIN1
1.0	1.4883846153846154	MPRIP	REPIN1
1.0	1.4770229007633588	TRIM55	XBP1
1.0	1.4658333333333333	SLC25A12	CEBPA
1.0	1.4548120300751881	TNFSF10	MET
1.0	1.443955223880597	PLEKHA6	TP53
1.0	1.4332592592592592	NEDD4	WWP1
1.0	1.4227205882352942	ZNF318	GSN
1.0	1.4123357664233578	SLC13A3	SLC6A13
1.0	1.4021014492753623	PIP4K2A	MET
1.0	1.3920143884892087	FBXO36	REPIN1
1.0	1.3820714285714286	DAP3	CLTC
1.0	1.3722695035460994	KDM6A	ARID1A
1.0	1.362605633802817	IGFBP6	REPIN1
1.0	1.353076923076923	BAP1	REPIN1
1.0	1.3436805555555555	BCAM	TP53
1.0	1.3344137931034483	LGR4	CEBPA
1.0	1.3252739726027398	ACOX3	XBP1
1.0	1.3162585034013605	TPP1	XBP1
1.0	1.307364864864865	GSN	HTT
1.0	1.2985906040268458	PSMD1	CDC27
1.0	1.2899333333333334	LRRFIP1	MET
1.0	1.2813907284768213	NRG1	HTT
1.0	1.2729605263157895	MKL1	NOTCH1
1.0	1.264640522875817	PLCB2	MET
1.0	1.2564285714285715	SHC2	MET
1.0	1.2483225806451614	SLC43A3	REPIN1
1.0	1.2403205128205128	TRPM3	HTT
1.0	1.2324203821656052	SGK2	WWP1
1.0	1.224620253164557	HSP90AA1	HTT
1.0	1.2169182389937108	C17orf70	RFC5
1.0	1.2093125	PRKCI	PTEN
1.0	1.201801242236025	ARHGAP29	HTT
1.0	1.1943827160493827	ACADL	XBP1
1.0	1.1870552147239264	KIDINS220	PTEN
1.0	1.1798170731707318	ARHGAP26	TRIO
1.0	1.1726666666666667	NCOA3	SKI
1.0	1.1656024096385542	PRDX6	CEBPA
1.0	1.158622754491018	DIS3L2	CEBPA
1.0	1.1517261904761906	PEBP1	INCENP
1.0	1.1449112426035504	TXNRD1	NFE2L2
1.0	1.1381764705882353	JMJD1C	ARID1A
1.0	1.1315204678362574	CPSF3	NUP50
1.0	1.1249418604651162	ING5	ARID1A
1.0	1.1184393063583815	ING4	ARID1A
1.0	1.1120114942528736	TNFRSF21	CREBBP
1.0	1.105657142857143	IRX5	CEBPA
1.0	1.099375	FAM13B	HTT
1.0	1.0931638418079097	RASGRP3	MET
1.0	1.0870224719101125	RNF128	NOTCH1
1.0	1.080949720670391	LARS	CEBPA
1.0	1.0749444444444445	CEBPA	MET
1.0	1.0690055248618786	ACTB	ARID1A
1.0	1.0631318681318682	MUC20	MET
1.0	1.0573224043715848	SAP30BP	ARID1A
1.0	1.0515760869565218	CENPK	STAG2
1.0	1.045891891891892	COL5A1	PTEN
1.0	1.040268817204301	ATXN7L3	ARID1A
1.0	1.0347058823529411	PPP1R9B	NFE2L2
1.0	1.0292021276595744	SON	HOXA5
1.0	1.0237566137566139	SLC6A8	SLC6A13
1.0	1.0183684210526316	SLC17A1	SLC6A13
1.0	1.0130366492146596	CSGALNACT2	VCAN
1.0	1.0077604166666667	SMPD1	TNFSF10
1.0	1.002538860103627	SLC5A6	SLC6A13
1.0	0.9973711340206186	SH3BP2	MET
