Score	q-val	Members
1.0	4.010752688172043	ZBTB33	KRAS
1.0	3.9680851063829787	LEPROTL1	KRAS
1.0	3.9263157894736844	TM7SF3	KRAS
1.0	3.8854166666666665	KIAA0368	KRAS
1.0	3.845360824742268	HIP1R	TP53
1.0	3.806122448979592	TCOF1	KCNK13
1.0	3.7676767676767677	CCNT1	KRAS
1.0	3.73	MLH1	KRAS
1.0	3.6930693069306932	PDIA5	TP53
1.0	3.656862745098039	ZEB2	KRAS
1.0	3.621359223300971	ZNF518A	KRAS
1.0	3.5865384615384617	CD151	KCNK13
1.0	3.552380952380952	KCNK13	KRAS
1.0	3.518867924528302	TTLL3	KCNK13
1.0	3.485981308411215	ZNF14	TP53
1.0	3.4537037037037037	RNGTT	KRAS
1.0	3.4220183486238533	FANCM	KRAS
1.0	3.390909090909091	WDR36	KRAS
1.0	3.3603603603603602	C14orf126	KRAS
1.0	3.330357142857143	HIF1AN	KRAS
1.0	3.3008849557522124	DNAJC14	KRAS
1.0	3.2719298245614037	XYLT1	KRAS
1.0	3.243478260869565	GBAS	KRAS
1.0	3.2155172413793105	TRMT6	KRAS
1.0	3.1880341880341883	COPB1	TP53
1.0	3.1610169491525424	KIAA1033	KRAS
1.0	3.134453781512605	ARHGAP11A	TP53
1.0	3.1083333333333334	NT5E	KRAS
1.0	3.0826446280991737	DOCK11	KRAS
1.0	3.057377049180328	COL11A1	KRAS
1.0	3.032520325203252	USP13	TP53
1.0	3.0080645161290325	ZDHHC3	KRAS
1.0	2.984	RAB4A	KRAS
1.0	2.9603174603174605	FUNDC1	TP53
1.0	2.937007874015748	TP53	CDH11
1.0	2.9140625	SF1	TP53
1.0	2.891472868217054	ADNP	KCNK13
1.0	2.8692307692307693	HERC3	KRAS
1.0	2.8473282442748094	ARHGEF15	TP53
1.0	2.8257575757575757	FLNC	KRAS
1.0	2.8045112781954886	MXD1	KCNK13
1.0	2.783582089552239	ZNF689	KRAS
1.0	2.762962962962963	ARHGEF10	KRAS
1.0	2.7426470588235294	ZCCHC14	KRAS
1.0	2.7226277372262775	ELMO1	KRAS
1.0	2.7028985507246377	EPB41L2	KRAS
1.0	2.683453237410072	BRWD3	KRAS
1.0	2.664285714285714	MAST4	KRAS
1.0	2.645390070921986	DACT1	KRAS
1.0	2.6267605633802815	ROD1	KRAS
1.0	2.6083916083916083	ALG10B	TP53
1.0	2.5902777777777777	NUP205	KRAS
1.0	2.5724137931034483	RIPK1	KRAS
1.0	2.5547945205479454	ASH1L	KRAS
1.0	2.5374149659863945	TOP3A	KRAS
1.0	2.52027027027027	ESRP1	KRAS
1.0	2.5033557046979866	OSBPL10	KRAS
1.0	2.486666666666667	GPA33	KRAS
1.0	2.4701986754966887	ZNF480	KRAS
1.0	2.4539473684210527	NUP107	KRAS
1.0	2.4379084967320264	THOC3	KRAS
1.0	2.4220779220779223	SDCCAG1	KRAS
1.0	2.4064516129032256	DEGS1	KRAS
1.0	2.391025641025641	USP7	KRAS
1.0	2.375796178343949	PHLDB1	TP53
1.0	2.3607594936708862	BCMO1	KRAS
1.0	2.3459119496855347	GANAB	KRAS
1.0	2.33125	ALDH18A1	KRAS
1.0	2.3167701863354035	RAB3D	KRAS
1.0	2.302469135802469	CSF1	KCNK13
1.0	2.2883435582822087	TFR2	TP53
1.0	2.274390243902439	PPFIA1	KRAS
1.0	2.2606060606060607	FPR3	KRAS
1.0	2.246987951807229	ZDHHC18	KRAS
1.0	2.2335329341317367	EDEM1	KCNK13
1.0	2.2202380952380953	PLEKHG1	TP53
1.0	2.2071005917159763	ATXN2L	KRAS
1.0	2.1941176470588237	FAT4	TP53
1.0	2.181286549707602	BUB1	KRAS
1.0	2.1686046511627906	WIPF2	KRAS
1.0	2.1560693641618496	GATAD2B	KRAS
1.0	2.1436781609195403	UNK	TP53
1.0	2.1314285714285712	MT1G	KRAS
1.0	2.1193181818181817	RBM25	KRAS
1.0	2.1073446327683616	UPF2	TP53
1.0	2.095505617977528	LRRC41	KRAS
1.0	2.083798882681564	COL15A1	KRAS
1.0	2.0722222222222224	CYP4F12	KRAS
1.0	2.0607734806629834	SELT	KRAS
1.0	2.0494505494505493	ITPR1	TP53
1.0	2.0382513661202184	MXRA5	TP53
1.0	2.027173913043478	POLR3D	KRAS
1.0	2.016216216216216	SOD2	KRAS
1.0	2.0053763440860215	PHF17	KRAS
1.0	1.9946524064171123	MAGIX	KRAS
1.0	1.9840425531914894	CDH17	TP53
1.0	1.9735449735449735	STAB1	KRAS
1.0	1.9631578947368422	FYN	KRAS
1.0	1.9528795811518325	GSK3A	KRAS
1.0	1.9427083333333333	KREMEN1	KRAS
1.0	1.932642487046632	BLVRB	KRAS
1.0	1.922680412371134	AMOT	KRAS
1.0	1.912820512820513	PTCH1	KRAS
1.0	1.903061224489796	ZNF462	KRAS
1.0	1.8934010152284264	APBB2	KRAS
1.0	1.8838383838383839	ZNF765	KRAS
1.0	1.8743718592964824	CDH11	TP53
1.0	1.865	MMS19	KRAS
1.0	1.855721393034826	GNA15	KCNK13
1.0	1.8465346534653466	PLXNA3	KRAS
1.0	1.8374384236453203	STK31	TP53
1.0	1.8284313725490196	AP1G2	KRAS
1.0	1.8195121951219513	GNA11	KRAS
1.0	1.8106796116504855	XPO4	KRAS
1.0	1.8019323671497585	ZNF451	KRAS
1.0	1.7932692307692308	MMP7	TP53
1.0	1.784688995215311	TSPAN6	KRAS
1.0	1.776190476190476	TNFSF13	KRAS
1.0	1.7677725118483412	CNOT1	TP53
1.0	1.759433962264151	TNFSF12	KRAS
1.0	1.7511737089201878	FOXO4	KRAS
1.0	1.7429906542056075	MTHFD1L	KRAS
1.0	1.7348837209302326	LNX1	KRAS
1.0	1.7268518518518519	PUS7L	TP53
1.0	1.7188940092165899	KLHL7	KRAS
1.0	1.7110091743119267	KLHL8	KRAS
1.0	1.7031963470319635	DAB2	KRAS
1.0	1.6954545454545455	MLL5	KRAS
1.0	1.6877828054298643	GSTM4	KRAS
1.0	1.6801801801801801	UNC5B	KRAS
1.0	1.6726457399103138	PACSIN2	KRAS
1.0	1.6651785714285714	ANK3	KRAS
1.0	1.6577777777777778	ANKRD50	KRAS
1.0	1.6504424778761062	MIER3	KRAS
1.0	1.6431718061674008	CSF3R	KRAS
1.0	1.6359649122807018	FNDC3A	KRAS
1.0	1.6288209606986899	MLL4	KRAS
1.0	1.6217391304347826	MYST1	KRAS
1.0	1.6147186147186148	SAMD4A	KRAS
1.0	1.6077586206896552	TRIM41	KRAS
1.0	1.6008583690987124	STIM2	KRAS
1.0	1.5940170940170941	DIS3L	KRAS
1.0	1.5872340425531914	ANKRD13A	KRAS
1.0	1.5805084745762712	SLTM	KRAS
1.0	1.5738396624472575	TNS1	KRAS
1.0	1.5672268907563025	ATP9A	KRAS
1.0	1.5606694560669456	LRRC66	KRAS
1.0	1.5541666666666667	SMARCA1	KRAS
1.0	1.5477178423236515	RNF20	KRAS
1.0	1.5413223140495869	ANKFY1	KRAS
1.0	1.5349794238683128	FBXO10	TP53
1.0	1.528688524590164	ZNF586	KRAS
1.0	1.5224489795918368	FGD2	KRAS
1.0	1.516260162601626	COBL	KRAS
1.0	1.5101214574898785	HDLBP	KRAS
1.0	1.5040322580645162	IFIH1	KRAS
1.0	1.497991967871486	STK10	TP53
1.0	1.492	SNX7	KRAS
1.0	1.4860557768924303	TRRAP	KRAS
1.0	1.4801587301587302	NAPB	KRAS
1.0	1.4743083003952568	ASTN2	KCNK13
1.0	1.468503937007874	ABCA1	KCNK13
1.0	1.4627450980392156	NHS	KRAS
1.0	1.45703125	ZMYND8	KRAS
1.0	1.45136186770428	FBXW7	KCNK13
1.0	1.445736434108527	PTK2	KRAS
1.0	1.4401544401544402	TCERG1	KRAS
1.0	1.4346153846153846	ANKIB1	TP53
1.0	1.4291187739463602	KIAA1609	KRAS
1.0	1.4236641221374047	PPIL5	KRAS
1.0	1.4182509505703422	ENTPD4	KRAS
1.0	1.4128787878787878	ANGPTL2	KRAS
1.0	1.4075471698113207	TRAF5	TP53
1.0	1.4022556390977443	SLC30A9	KRAS
1.0	1.3970037453183521	AXIN1	KRAS
1.0	1.3917910447761195	B4GALT5	KRAS
1.0	1.3866171003717471	MUC2	KRAS
1.0	1.3814814814814815	GABRE	KRAS
1.0	1.3763837638376384	CFLAR	KCNK13
1.0	1.3713235294117647	ZMYM2	KRAS
1.0	1.3663003663003663	SMCHD1	TP53
1.0	1.3613138686131387	TRIP4	KRAS
1.0	1.3563636363636364	MYO1B	KRAS
1.0	1.3514492753623188	LPP	KRAS
1.0	1.3465703971119134	TTC21B	KRAS
1.0	1.341726618705036	EPHX1	TP53
1.0	1.3369175627240144	ATAD5	KRAS
1.0	1.332142857142857	HEATR1	KRAS
1.0	1.3274021352313168	ABCB1	TP53
1.0	1.322695035460993	KIAA2018	KRAS
1.0	1.3180212014134276	CARD6	KRAS
1.0	1.3133802816901408	DOCK6	KRAS
1.0	1.3087719298245615	UIMC1	KRAS
1.0	1.3041958041958042	MPRIP	KCNK13
1.0	1.2996515679442509	DDX58	KRAS
1.0	1.2951388888888888	TBC1D24	KRAS
1.0	1.2906574394463668	PLK1	KRAS
1.0	1.2862068965517242	PRICKLE3	KRAS
1.0	1.2817869415807561	GTF2F1	KRAS
1.0	1.2773972602739727	PLCG2	KRAS
1.0	1.273037542662116	ITGA7	TP53
1.0	1.2687074829931972	WDR4	TP53
1.0	1.264406779661017	YIPF3	KRAS
1.0	1.260135135135135	DNMT1	KCNK13
1.0	1.2558922558922558	ANTXR2	KRAS
1.0	1.2516778523489933	WDR1	KRAS
1.0	1.2474916387959867	NOMO1	KCNK13
1.0	1.2433333333333334	PLEKHA2	KRAS
1.0	1.239202657807309	HDAC7	KRAS
1.0	1.2350993377483444	OSBP	TP53
1.0	1.231023102310231	SEC24B	KRAS
1.0	1.2269736842105263	MLPH	TP53
1.0	1.222950819672131	CYP2S1	KRAS
1.0	1.2189542483660132	YLPM1	KRAS
1.0	1.214983713355049	DSTN	KRAS
1.0	1.2110389610389611	KIF2C	KCNK13
1.0	1.2071197411003236	HEATR5B	KRAS
1.0	1.2032258064516128	CDK12	KRAS
1.0	1.1993569131832797	RHOA	KRAS
1.0	1.1955128205128205	ZNF407	KCNK13
1.0	1.1916932907348243	DLG3	KRAS
1.0	1.1878980891719746	RANBP2	KRAS
1.0	1.1841269841269841	KLHL23	KRAS
1.0	1.1803797468354431	MDN1	KRAS
1.0	1.1766561514195584	PRKCA	KRAS
1.0	1.1729559748427674	NOL6	KRAS
1.0	1.1692789968652038	REV1	KRAS
1.0	1.165625	IFT80	TP53
1.0	1.161993769470405	GPRASP2	KRAS
1.0	1.1583850931677018	ZNF91	KRAS
1.0	1.1547987616099071	PRPF4	KCNK13
1.0	1.1512345679012346	RTTN	KRAS
1.0	1.1476923076923078	CD3EAP	KRAS
1.0	1.1441717791411044	KIAA0100	KRAS
1.0	1.1406727828746177	MAN2A1	TP53
1.0	1.1371951219512195	PPM1D	KRAS
1.0	1.1337386018237081	RIF1	KRAS
1.0	1.1303030303030304	IPO4	TP53
1.0	1.1268882175226587	SNRNP200	KRAS
1.0	1.1234939759036144	OXNAD1	KRAS
1.0	1.12012012012012	ERN2	KRAS
1.0	1.1167664670658684	PRKD3	KCNK13
1.0	1.1134328358208956	TRAPPC10	TP53
1.0	1.1101190476190477	NKIRAS2	KRAS
1.0	1.1068249258160237	SMARCAD1	KRAS
1.0	1.1035502958579881	C5orf42	KRAS
1.0	1.1002949852507375	AP1M2	KRAS
1.0	1.0970588235294119	FRYL	KRAS
1.0	1.093841642228739	ABLIM3	KRAS
1.0	1.090643274853801	PRKDC	KRAS
1.0	1.087463556851312	C17orf42	TP53
1.0	1.0843023255813953	EHBP1L1	KRAS
1.0	1.0811594202898551	SMUG1	KCNK13
1.0	1.0780346820809248	SHQ1	KRAS
1.0	1.07492795389049	CHD9	KRAS
1.0	1.0718390804597702	TNRC6C	KRAS
1.0	1.0687679083094557	PRDM10	KRAS
1.0	1.0657142857142856	SEC16A	KRAS
1.0	1.0626780626780628	CAMK2D	KRAS
1.0	1.0596590909090908	CHD1	KRAS
1.0	1.0566572237960339	ODF2	KRAS
1.0	1.0536723163841808	TNRC6B	TP53
1.0	1.0507042253521126	NSUN2	KRAS
1.0	1.047752808988764	APC	CDH11
1.0	1.0448179271708684	TCIRG1	TP53
1.0	1.041899441340782	PTPRD	KRAS
1.0	1.0389972144846797	WDTC1	KRAS
1.0	1.0361111111111112	ALPK1	KRAS
1.0	1.0332409972299168	C14orf93	KRAS
1.0	1.0303867403314917	C5orf51	TP53
1.0	1.0275482093663912	SNX25	KRAS
1.0	1.0247252747252746	PRR5L	KRAS
1.0	1.021917808219178	SMC2	KCNK13
1.0	1.0191256830601092	CADPS	KRAS
1.0	1.0163487738419619	RNF43	KRAS
1.0	1.013586956521739	SYDE2	KRAS
1.0	1.010840108401084	L2HGDH	VPS13A
1.0	1.008108108108108	ACE2	KRAS
1.0	1.005390835579515	JAK1	KRAS
1.0	1.0026881720430108	SH3BP1	KRAS
1.0	1.0	RETSAT	KRAS
