Score	q-val	Members
1.0	1.9980263157894735	KLF4	TP53
1.0	1.972077922077922	ADAR	TP53
1.0	1.9467948717948718	OSBP	APC
1.0	1.9221518987341772	SEPHS1	XRCC4
1.0	1.8981249999999998	COPS5	XRCC4
1.0	1.8746913580246913	ELF3	XRCC4
1.0	1.851829268292683	HIP1R	TP53
1.0	1.8295180722891566	TCOF1	PRKCA
1.0	1.8077380952380953	PDIA5	TP53
1.0	1.786470588235294	CD151	XRCC4
1.0	1.7656976744186046	TTLL3	PRKCA
1.0	1.7454022988505746	KIF2C	TG
1.0	1.7255681818181818	RANBP9	GNA15
1.0	1.7061797752808987	DNAJC14	KRAS
1.0	1.6872222222222222	COPB1	TP53
1.0	1.6686813186813185	RANBP2	KRAS
1.0	1.6505434782608694	ARHGAP11A	TP53
1.0	1.6327956989247312	DOCK11	KRAS
1.0	1.6154255319148936	COL11A1	PTK2
1.0	1.598421052631579	USP13	TP53
1.0	1.5817708333333333	PRKCA	KRAS
1.0	1.5654639175257732	SOX13	APOE
1.0	1.5494897959183673	STX2	XRCC4
1.0	1.5338383838383838	SGK3	CSF1
1.0	1.5185	SF1	TP53
1.0	1.5034653465346535	TP53	XRCC4
1.0	1.4887254901960785	ADNP	PRKCA
1.0	1.4742718446601941	ARHGEF15	APC
1.0	1.4600961538461539	IPO8	SF1
1.0	1.446190476190476	MXD1	PRKCA
1.0	1.4325471698113208	DAPK1	GNA15
1.0	1.419158878504673	ELMO1	KRAS
1.0	1.4060185185185186	CD3EAP	TG
1.0	1.3931192660550458	ALG10B	PRKCA
1.0	1.3804545454545454	PRKD3	PRKCA
1.0	1.368018018018018	TG	XRCC4
1.0	1.3558035714285714	DPF2	PIK3CA
1.0	1.3438053097345133	PHLDB1	TP53
1.0	1.332017543859649	CSF1	OSBP
1.0	1.3204347826086955	TFR2	APC
1.0	1.309051724137931	FPR3	KRAS
1.0	1.297863247863248	EHBP1L1	KRAS
1.0	1.286864406779661	EDEM1	PRKCA
1.0	1.2760504201680671	SMUG1	TG
1.0	1.2654166666666666	CALCOCO1	PRKCA
1.0	1.2549586776859503	GPHN	XRCC4
1.0	1.2446721311475408	FAT4	TP53
1.0	1.2345528455284553	CENPB	DNMT1
1.0	1.2245967741935484	LANCL2	PRKCA
1.0	1.2147999999999999	CAMK2D	KRAS
1.0	1.20515873015873	RAB11B	XRCC4
1.0	1.1956692913385827	CHD1	FBXW7
1.0	1.186328125	UNK	TP53
1.0	1.1771317829457364	TNRC6B	TP53
1.0	1.168076923076923	NSUN2	KRAS
1.0	1.1591603053435113	APC	XRCC4
1.0	1.150378787878788	TCIRG1	TP53
1.0	1.1417293233082706	UPF2	TP53
1.0	1.1332089552238807	ALPK1	KRAS
1.0	1.1248148148148147	CENPF	KIF2C
1.0	1.1165441176470587	PRR5L	KRAS
1.0	1.1083941605839416	COL5A2	PTK2
1.0	1.1003623188405798	SMC2	XRCC4
1.0	1.0924460431654677	ITPR1	APC
1.0	1.084642857142857	FZD6	PLXNA3
1.0	1.076950354609929	CADPS	APOE
1.0	1.0693661971830986	PRLR	GNA15
1.0	1.0618881118881118	PHF14	PIK3CA
1.0	1.0545138888888888	CDH17	TP53
1.0	1.0472413793103448	BLVRB	KRAS
1.0	1.040068493150685	NFIC	GNA15
1.0	1.0329931972789115	MUC17	PRKCA
1.0	1.0260135135135136	CDH11	APC
