Score	q-val	Members
1.0	8.064516129032258	KHNYN	CDKN2A
1.0	7.936507936507937	PMVK	BAP1
1.0	7.8125	CDR2L	CDKN2A
1.0	7.6923076923076925	DAXX	BAP1
1.0	7.575757575757576	ZNF16	PBRM1
1.0	7.462686567164179	SPAG16	CDKN2A
1.0	7.352941176470588	SMAP1	BAP1
1.0	7.246376811594203	PBXIP1	CDKN2A
1.0	7.142857142857143	P4HA2	CDKN2A
1.0	7.042253521126761	HIST2H2AC	CDKN2A
1.0	6.944444444444445	BRD7	BAP1
1.0	6.8493150684931505	GUCY1A3	BAP1
1.0	6.756756756756757	HSF4	BAP1
1.0	6.666666666666667	TMCO6	BAP1
1.0	6.578947368421052	NDUFB10	CDKN2A
1.0	6.4935064935064934	EXOSC4	BAP1
1.0	6.410256410256411	ANP32E	CDKN2A
1.0	6.329113924050633	SLC3A2	CDKN2A
1.0	6.25	GBAP1	CDKN2A
1.0	6.172839506172839	TP53	BAP1
1.0	6.097560975609756	MRPL9	CDKN2A
1.0	6.024096385542169	ZNF687	CDKN2A
1.0	5.9523809523809526	PI4KB	CDKN2A
1.0	5.882352941176471	MXD3	CDKN2A
1.0	5.813953488372093	ARHGEF11	BAP1
1.0	5.747126436781609	CARD10	CDKN2A
1.0	5.681818181818182	MTMR11	CDKN2A
1.0	5.617977528089888	CCND1	BAP1
1.0	5.555555555555555	PFDN1	BAP1
1.0	5.4945054945054945	PLEKHH3	CDC27
1.0	5.434782608695652	NUP205	BAP1
1.0	5.376344086021505	CKAP2L	CDKN2A
1.0	5.319148936170213	CPXM1	PBRM1
1.0	5.2631578947368425	CAND1	BAP1
1.0	5.208333333333333	WNT9A	BAP1
1.0	5.154639175257732	ZNF274	CDKN2A
1.0	5.1020408163265305	ZNF468	BAP1
1.0	5.05050505050505	CSF1	CDKN2A
1.0	5.0	NUFIP1	BAP1
1.0	4.9504950495049505	MREG	CDKN2A
1.0	4.901960784313726	SF3B4	CDKN2A
1.0	4.854368932038835	ZNF175	BAP1
1.0	4.8076923076923075	DOM3Z	CDKN2A
1.0	4.761904761904762	COL6A3	CDKN2A
1.0	4.716981132075472	WDR13	BAP1
1.0	4.672897196261682	EXOC4	BAP1
1.0	4.62962962962963	LYPLAL1	PBRM1
1.0	4.587155963302752	RASA1	BAP1
1.0	4.545454545454546	FLRT3	PBRM1
1.0	4.504504504504505	NBPF14	CDKN2A
1.0	4.464285714285714	C1orf85	CDKN2A
1.0	4.424778761061947	TTC14	CDKN2A
1.0	4.385964912280702	NBPF16	CDKN2A
1.0	4.3478260869565215	BRD2	PBRM1
1.0	4.310344827586207	NBPF10	BAP1
1.0	4.273504273504273	ANKHD1	PBRM1
1.0	4.237288135593221	MARCH6	CDKN2A
1.0	4.201680672268908	APPL1	CDKN2A
1.0	4.166666666666667	SELT	CDKN2A
1.0	4.132231404958677	LRRC49	BAP1
1.0	4.098360655737705	LIM2	PBRM1
1.0	4.065040650406504	MANBA	BAP1
1.0	4.032258064516129	SDHB	PBRM1
1.0	4.0	WDR26	CDKN2A
1.0	3.9682539682539684	KCMF1	BAP1
1.0	3.937007874015748	GANC	CDKN2A
1.0	3.90625	STAB1	BAP1
1.0	3.875968992248062	RPS6KA2	CDKN2A
1.0	3.8461538461538463	ARAF	CDC27
1.0	3.816793893129771	ZBTB4	BAP1
1.0	3.787878787878788	KCNF1	CDKN2A
1.0	3.7593984962406015	SECISBP2L	BAP1
1.0	3.7313432835820897	DPM3	BAP1
1.0	3.7037037037037037	SSR2	CDKN2A
1.0	3.676470588235294	DNM2	BAP1
1.0	3.6496350364963503	SPATA20	CDC27
1.0	3.6231884057971016	ZNF583	CDKN2A
1.0	3.597122302158273	MPZL2	BAP1
1.0	3.5714285714285716	BTRC	CDKN2A
1.0	3.5460992907801416	RBM15B	BAP1
1.0	3.5211267605633805	GNA12	BAP1
1.0	3.4965034965034967	RBM5	BAP1
1.0	3.4722222222222223	LNX2	BAP1
1.0	3.4482758620689653	INO80	BAP1
1.0	3.4246575342465753	BPHL	BAP1
1.0	3.401360544217687	IQGAP1	BAP1
1.0	3.3783783783783785	SLC7A7	BAP1
1.0	3.3557046979865772	CMBL	BAP1
1.0	3.3333333333333335	AGAP6	BAP1
1.0	3.3112582781456954	GPR89B	BAP1
1.0	3.289473684210526	CDKN2A	PBRM1
1.0	3.2679738562091503	UNC5A	PBRM1
1.0	3.2467532467532467	MIER1	BAP1
1.0	3.225806451612903	AAK1	PBRM1
1.0	3.2051282051282053	SMARCD1	PBRM1
1.0	3.1847133757961785	AKR7A2	PBRM1
1.0	3.1645569620253164	AKR7A3	PBRM1
1.0	3.1446540880503147	MYEOV	BAP1
1.0	3.125	DNAJC2	MLL3
1.0	3.1055900621118013	MTUS1	CDC27
1.0	3.0864197530864197	GPR89A	CDKN2A
1.0	3.067484662576687	BST2	BAP1
1.0	3.048780487804878	DLL1	MLL3
1.0	3.0303030303030303	ARID1A	MLL3
1.0	3.0120481927710845	TOPBP1	CDKN2A
1.0	2.9940119760479043	YTHDF1	BAP1
1.0	2.9761904761904763	HLA-B	PBRM1
1.0	2.9585798816568047	PNPLA6	BAP1
1.0	2.9411764705882355	PRCC	CDKN2A
1.0	2.9239766081871346	SMARCA5	BAP1
1.0	2.9069767441860463	MGA	MLL3
1.0	2.8901734104046244	NEURL4	BAP1
1.0	2.8735632183908044	NFE2L1	BAP1
1.0	2.857142857142857	FLAD1	CDKN2A
1.0	2.840909090909091	DCUN1D3	CDKN2A
1.0	2.824858757062147	ARFGAP2	CDKN2A
1.0	2.808988764044944	EXTL3	CDKN2A
1.0	2.793296089385475	OTUD6B	BAP1
1.0	2.7777777777777777	TMEM216	BAP1
1.0	2.7624309392265194	IFITM3	PBRM1
1.0	2.7472527472527473	LRRCC1	BAP1
1.0	2.73224043715847	CDC42SE1	CDKN2A
1.0	2.717391304347826	STIP1	BAP1
1.0	2.7027027027027026	IL32	BAP1
1.0	2.6881720430107525	ARNT	CDKN2A
1.0	2.6737967914438503	SLCO2A1	PBRM1
1.0	2.6595744680851063	OTUD7B	CDKN2A
1.0	2.6455026455026456	ZNF598	CDKN2A
1.0	2.6315789473684212	LYSMD1	CDKN2A
1.0	2.6178010471204187	HCN3	CDKN2A
1.0	2.6041666666666665	TRAF4	BAP1
1.0	2.5906735751295336	CUBN	BAP1
1.0	2.577319587628866	SMG5	CDKN2A
1.0	2.5641025641025643	SMG7	BAP1
1.0	2.5510204081632653	IREB2	CDKN2A
1.0	2.5380710659898478	SMG1	CDKN2A
1.0	2.525252525252525	SNAPIN	CDKN2A
1.0	2.512562814070352	ARMC5	BAP1
1.0	2.5	ABCB7	BAP1
1.0	2.487562189054726	FURIN	CDKN2A
1.0	2.4752475247524752	MPRIP	CDKN2A
1.0	2.4630541871921183	TRAF3IP2	BAP1
1.0	2.450980392156863	R3HDM2	CDKN2A
1.0	2.4390243902439024	TUBD1	BAP1
1.0	2.4271844660194173	SPTA1	BAP1
1.0	2.4154589371980677	KRCC1	PBRM1
1.0	2.4038461538461537	DDX52	BAP1
1.0	2.3923444976076556	NBN	BAP1
1.0	2.380952380952381	ATL1	PBRM1
1.0	2.3696682464454977	SLC45A1	PBRM1
1.0	2.358490566037736	BAP1	TP53
1.0	2.347417840375587	PIP5K1A	CDKN2A
1.0	2.336448598130841	PRDX1	CDKN2A
1.0	2.3255813953488373	ZKSCAN2	BAP1
1.0	2.314814814814815	PRMT3	BAP1
1.0	2.304147465437788	DDX60	BAP1
1.0	2.293577981651376	HIST3H2A	CDC27
1.0	2.2831050228310503	LBR	PBRM1
1.0	2.272727272727273	NBPF9	BAP1
1.0	2.262443438914027	MAN1A2	BAP1
1.0	2.2522522522522523	SIGLEC10	BAP1
1.0	2.242152466367713	STXBP2	BAP1
1.0	2.232142857142857	PADI2	BAP1
1.0	2.2222222222222223	PRPF3	CDKN2A
1.0	2.2123893805309733	PBK	BAP1
1.0	2.202643171806167	IFI16	BAP1
1.0	2.192982456140351	ACADVL	CDKN2A
1.0	2.183406113537118	TARBP1	BAP1
1.0	2.1739130434782608	NCOA4	BAP1
1.0	2.1645021645021645	PDE9A	BAP1
1.0	2.1551724137931036	UGT2B15	CDKN2A
1.0	2.1459227467811157	TM4SF4	BAP1
1.0	2.1367521367521367	KDM6B	BAP1
1.0	2.127659574468085	PHLPP1	BAP1
1.0	2.1186440677966103	APH1A	CDKN2A
1.0	2.109704641350211	SAV1	PBRM1
1.0	2.100840336134454	ADH6	CDKN2A
1.0	2.092050209205021	C2CD4D	BAP1
1.0	2.0833333333333335	NFYB	CDKN2A
1.0	2.074688796680498	CDH5	BAP1
1.0	2.0661157024793386	SEC63	BAP1
1.0	2.05761316872428	CHD1L	CDKN2A
1.0	2.0491803278688523	ANXA9	CDKN2A
1.0	2.0408163265306123	SEC22B	CDKN2A
1.0	2.032520325203252	GTF3C4	BAP1
1.0	2.0242914979757085	GBA	CDKN2A
1.0	2.0161290322580645	GTF3C3	PBRM1
1.0	2.0080321285140563	SNX29	CDC27
1.0	2.0	SLC12A2	BAP1
1.0	1.9920318725099602	NF2	CDKN2A
1.0	1.9841269841269842	SNX27	CDKN2A
1.0	1.976284584980237	SMC5	BAP1
1.0	1.968503937007874	UBE2Q1	CDKN2A
1.0	1.9607843137254901	MAN1C1	BAP1
1.0	1.953125	PEX11B	MUC5B
1.0	1.9455252918287937	RNF115	CDKN2A
1.0	1.937984496124031	IFIT5	BAP1
1.0	1.9305019305019304	UCKL1	BAP1
1.0	1.9230769230769231	DENND4B	CDKN2A
1.0	1.9157088122605364	SNX31	BAP1
1.0	1.9083969465648856	S100A4	CDKN2A
1.0	1.9011406844106464	CYP3A5	CDKN2A
1.0	1.893939393939394	SLC36A1	PBRM1
1.0	1.8867924528301887	TARS2	BAP1
1.0	1.8796992481203008	VAPB	CDKN2A
1.0	1.8726591760299625	EFNA1	CDKN2A
1.0	1.8656716417910448	FAM105A	PBRM1
1.0	1.858736059479554	ATXN10	CDKN2A
1.0	1.8518518518518519	RBM8A	CDKN2A
1.0	1.845018450184502	CREB3L4	BAP1
1.0	1.838235294117647	RAB25	CDKN2A
1.0	1.8315018315018314	GXYLT1	BAP1
1.0	1.8248175182481752	CLNS1A	BAP1
1.0	1.8181818181818181	RNF220	BAP1
1.0	1.8115942028985508	APOA1BP	CDKN2A
1.0	1.8050541516245486	POLE	CLK2
1.0	1.7985611510791366	ALDH16A1	BAP1
1.0	1.7921146953405018	BTN3A1	BAP1
1.0	1.7857142857142858	CGN	CDKN2A
1.0	1.7793594306049823	PDGFRB	BAP1
1.0	1.7730496453900708	PDE4DIP	MLL3
1.0	1.7667844522968197	EFNA4	CDKN2A
1.0	1.7605633802816902	RAB13	BAP1
1.0	1.7543859649122806	MRPL48	BAP1
1.0	1.7482517482517483	GLG1	MLL3
1.0	1.7421602787456445	SLC2A10	BAP1
1.0	1.7361111111111112	STK11IP	CDKN2A
1.0	1.7301038062283738	LMNB1	BAP1
1.0	1.7241379310344827	ANGEL1	BAP1
1.0	1.7182130584192439	FUZ	CDKN2A
1.0	1.7123287671232876	KRAS	BAP1
1.0	1.7064846416382253	FRG1	PBRM1
1.0	1.7006802721088434	IDH1	BAP1
1.0	1.694915254237288	PBRM1	CDKN2A
1.0	1.6891891891891893	BCOR	MLL3
1.0	1.6835016835016836	MSTO1	CDKN2A
1.0	1.6778523489932886	OSBPL3	BAP1
1.0	1.6722408026755853	S100A16	CDKN2A
1.0	1.6666666666666667	TP53BP1	BAP1
1.0	1.6611295681063123	FBXO2	BAP1
1.0	1.6556291390728477	PMF1	CDKN2A
1.0	1.6501650165016502	ZBTB44	BAP1
1.0	1.644736842105263	S100A14	CDKN2A
1.0	1.639344262295082	CDC27	MLL3
1.0	1.6339869281045751	EPHA2	PRCC
1.0	1.6286644951140066	S100A13	CDKN2A
1.0	1.6233766233766234	KDR	BAP1
1.0	1.6181229773462784	NOTCH2	BAP1
1.0	1.6129032258064515	YY1AP1	CDKN2A
1.0	1.607717041800643	PAXIP1	MUC5B
1.0	1.6025641025641026	LAMA4	BAP1
1.0	1.597444089456869	RABEP2	BAP1
1.0	1.5923566878980893	SRPX2	BAP1
1.0	1.5873015873015872	RNF208	BAP1
1.0	1.5822784810126582	CD59	BAP1
1.0	1.5772870662460567	BCL6B	BAP1
1.0	1.5723270440251573	RIT1	CDKN2A
1.0	1.567398119122257	RAD54B	BAP1
1.0	1.5625	CLCN4	BAP1
1.0	1.557632398753894	ADAR	CDKN2A
1.0	1.5527950310559007	CLCN5	BAP1
1.0	1.5479876160990713	PPARA	BAP1
1.0	1.5432098765432098	HELQ	BAP1
1.0	1.5384615384615385	ARSI	PBRM1
1.0	1.5337423312883436	UTP15	BAP1
1.0	1.529051987767584	NFKB2	BAP1
1.0	1.524390243902439	PTEN	CDKN2A
1.0	1.5197568389057752	WBP2	CDKN2A
1.0	1.5151515151515151	DNAJC16	PBRM1
1.0	1.5105740181268883	ASH2L	BAP1
1.0	1.5060240963855422	HAMP	CDKN2A
1.0	1.5015015015015014	DNAJC11	BAP1
1.0	1.4970059880239521	PCDHB8	BAP1
1.0	1.492537313432836	POGZ	CDKN2A
1.0	1.4880952380952381	PRG4	MLL3
1.0	1.4836795252225519	UFD1L	BAP1
1.0	1.4792899408284024	FAM35A	CDC27
1.0	1.4749262536873156	CD160	CDKN2A
1.0	1.4705882352941178	HERC4	BAP1
1.0	1.466275659824047	SENP2	CDKN2A
1.0	1.4619883040935673	SENP3	BAP1
1.0	1.4577259475218658	PRUNE	CDKN2A
1.0	1.4534883720930232	ANKRD28	BAP1
1.0	1.4492753623188406	SEMA4G	BAP1
1.0	1.4450867052023122	ASH1L	CDKN2A
1.0	1.440922190201729	MTAP	PBRM1
1.0	1.4367816091954022	ADAM15	BAP1
1.0	1.4326647564469914	PPP6C	BAP1
1.0	1.4285714285714286	THAP6	CDKN2A
1.0	1.4245014245014245	FAM193A	BAP1
1.0	1.4204545454545454	FUT6	BAP1
1.0	1.4164305949008498	YPEL2	BAP1
1.0	1.4124293785310735	TFG	BAP1
1.0	1.408450704225352	SLC19A3	BAP1
1.0	1.404494382022472	ATP6V1G1	CDKN2A
1.0	1.4005602240896358	HSH2D	CDKN2A
1.0	1.3966480446927374	ANKRD36	BAP1
1.0	1.392757660167131	FAM117B	PBRM1
1.0	1.3888888888888888	ZDHHC21	PBRM1
1.0	1.3850415512465375	PGBD1	CDC27
1.0	1.3812154696132597	RB1CC1	BAP1
1.0	1.3774104683195592	MYO5B	BAP1
1.0	1.3736263736263736	FAM127A	BAP1
1.0	1.36986301369863	GNRHR2	CDKN2A
1.0	1.366120218579235	THBS3	BAP1
1.0	1.3623978201634876	RBM25	CDKN2A
1.0	1.358695652173913	BCL9	CDKN2A
1.0	1.3550135501355014	EIF4ENIF1	BAP1
1.0	1.3513513513513513	IPO13	CDKN2A
1.0	1.3477088948787062	DLGAP5	BAP1
1.0	1.3440860215053763	SPHAR	BAP1
1.0	1.3404825737265416	POLR3C	EPHA2
1.0	1.3368983957219251	FZD5	BAP1
1.0	1.3333333333333333	BIRC2	CDC27
1.0	1.3297872340425532	MRPL24	CDKN2A
1.0	1.3262599469496021	DRAM2	BAP1
1.0	1.3227513227513228	ILF2	CDKN2A
1.0	1.3192612137203166	JMJD4	BAP1
1.0	1.3157894736842106	TUFT1	MUC5B
1.0	1.3123359580052494	MMP9	CDKN2A
1.0	1.3089005235602094	F13A1	CDKN2A
1.0	1.3054830287206267	FAM189B	BAP1
1.0	1.3020833333333333	FAM73A	BAP1
1.0	1.2987012987012987	ZNF184	CDKN2A
1.0	1.2953367875647668	MIOS	BAP1
1.0	1.2919896640826873	LEPROT	BAP1
1.0	1.288659793814433	SLC25A26	BAP1
1.0	1.2853470437017995	MLL3	CDC27
1.0	1.2820512820512822	IFRD1	PBRM1
1.0	1.278772378516624	GABPB2	CDKN2A
1.0	1.2755102040816326	C2CD2	MLL3
1.0	1.272264631043257	SCAMP3	CDKN2A
1.0	1.2690355329949239	MRGPRD	BAP1
1.0	1.2658227848101267	MLXIPL	BAP1
1.0	1.2626262626262625	ADRM1	BAP1
1.0	1.2594458438287153	SLC25A33	CDKN2A
1.0	1.256281407035176	GTF2IRD1	BAP1
1.0	1.2531328320802004	SLC37A1	BAP1
1.0	1.25	PYGO2	CDKN2A
1.0	1.2468827930174564	CLIP4	PBRM1
1.0	1.243781094527363	SNX9	PBRM1
1.0	1.2406947890818858	CAV1	BAP1
1.0	1.2376237623762376	MCL1	CDKN2A
1.0	1.2345679012345678	B9D1	BAP1
1.0	1.2315270935960592	DIAPH3	PBRM1
1.0	1.2285012285012284	PNPT1	PBRM1
1.0	1.2254901960784315	HDGF	EPHA2
1.0	1.2224938875305624	KEAP1	BAP1
1.0	1.2195121951219512	ENSA	CDKN2A
1.0	1.2165450121654502	AGMAT	PBRM1
1.0	1.2135922330097086	ZC3H6	CDKN2A
1.0	1.2106537530266344	FTH1	CDKN2A
1.0	1.2077294685990339	ZC3H8	BAP1
1.0	1.2048192771084338	PSMB4	CDKN2A
1.0	1.2019230769230769	ITGB8	PBRM1
1.0	1.1990407673860912	ALB	CDKN2A
1.0	1.1961722488038278	ITGB7	CDKN2A
1.0	1.1933174224343674	PPL	CDKN2A
1.0	1.1904761904761905	GFM1	PBRM1
1.0	1.187648456057007	UBAP2L	CDKN2A
1.0	1.1848341232227488	PGGT1B	BAP1
1.0	1.1820330969267139	SETDB1	CDKN2A
1.0	1.179245283018868	HTT	BAP1
1.0	1.1764705882352942	LPP	BAP1
1.0	1.1737089201877935	RFX5	CDKN2A
1.0	1.17096018735363	RPGRIP1L	BAP1
1.0	1.1682242990654206	ZNF839	CDKN2A
1.0	1.1655011655011656	INTS12	BAP1
1.0	1.1627906976744187	MRPS21	CDKN2A
1.0	1.160092807424594	SUGT1	PBRM1
1.0	1.1574074074074074	MED13L	BAP1
1.0	1.1547344110854503	TXNDC11	BAP1
1.0	1.152073732718894	SLC4A11	BAP1
1.0	1.1494252873563218	HEATR2	BAP1
1.0	1.146788990825688	WDR3	BAP1
1.0	1.1441647597254005	GTDC1	CDC27
1.0	1.1415525114155252	DCXR	BAP1
1.0	1.1389521640091116	RSC1A1	CDKN2A
1.0	1.1363636363636365	MUC5B	CLK2
1.0	1.1337868480725624	PIP4K2C	BAP1
1.0	1.1312217194570136	TPRN	PBRM1
1.0	1.1286681715575622	DAP3	CDKN2A
1.0	1.1261261261261262	PIP4K2B	PBRM1
1.0	1.1235955056179776	SLC25A17	BAP1
1.0	1.1210762331838564	FOXK1	CDKN2A
1.0	1.1185682326621924	FAM63A	CDKN2A
1.0	1.1160714285714286	MCM8	BAP1
1.0	1.1135857461024499	DGCR8	CDKN2A
1.0	1.1111111111111112	SERAC1	CDKN2A
1.0	1.1086474501108647	CAMSAP1	PBRM1
1.0	1.1061946902654867	ATP8B1	CDKN2A
1.0	1.1037527593818985	PSMD2	BAP1
1.0	1.1013215859030836	PSMD4	CDKN2A
1.0	1.098901098901099	C11orf52	CDKN2A
1.0	1.0964912280701755	ZNF721	CDKN2A
1.0	1.0940919037199124	MSN	BAP1
1.0	1.091703056768559	ZNF720	CDKN2A
1.0	1.0893246187363834	KIAA0232	BAP1
1.0	1.0869565217391304	PRKCA	BAP1
1.0	1.0845986984815619	KIAA0907	CDKN2A
1.0	1.0822510822510822	RAMP3	BAP1
1.0	1.079913606911447	PIGS	BAP1
1.0	1.0775862068965518	COQ9	BAP1
1.0	1.075268817204301	PIGR	BAP1
1.0	1.0729613733905579	KRTCAP2	CDKN2A
1.0	1.0706638115631693	XRCC6BP1	BAP1
1.0	1.0683760683760684	TYK2	CDKN2A
1.0	1.0660980810234542	JOSD1	PBRM1
1.0	1.0638297872340425	CRKL	BAP1
1.0	1.0615711252653928	ZMIZ2	PBRM1
1.0	1.0593220338983051	PDCL	BAP1
1.0	1.0570824524312896	GLTSCR1	BAP1
1.0	1.0548523206751055	CKS1B	BAP1
1.0	1.0526315789473684	RALGAPB	CDC27
1.0	1.050420168067227	GON4L	CDKN2A
1.0	1.0482180293501049	PALMD	PBRM1
1.0	1.0460251046025104	TPM3	CDKN2A
1.0	1.0438413361169103	DDHD1	CDKN2A
1.0	1.0416666666666667	RASGRP2	CDKN2A
1.0	1.0395010395010396	TAP1	CDKN2A
1.0	1.037344398340249	SCNM1	CDKN2A
1.0	1.0351966873706004	KRT3	CDKN2A
1.0	1.0330578512396693	SLC25A44	CDKN2A
1.0	1.0309278350515463	GEMIN5	BAP1
1.0	1.02880658436214	SLC39A1	CDKN2A
1.0	1.0266940451745379	APC	CDKN2A
1.0	1.0245901639344261	INF2	BAP1
1.0	1.0224948875255624	GPS1	PBRM1
1.0	1.0204081632653061	PTPRC	BAP1
1.0	1.0183299389002036	PTPRD	BAP1
1.0	1.016260162601626	ICA1	BAP1
1.0	1.0141987829614605	PTPRE	BAP1
1.0	1.0121457489878543	RUFY1	CDKN2A
1.0	1.0101010101010102	NFASC	PBRM1
1.0	1.0080645161290323	RACGAP1	CDKN2A
1.0	1.0060362173038229	IRF9	PBRM1
1.0	1.0040160642570282	RPRD2	CDKN2A
1.0	1.002004008016032	CSGALNACT2	BAP1
1.0	1.0	THRAP3	CDKN2A
