Score	q-val	Members
1.0	2.8632075471698113	RECQL5	KRAS
1.0	2.810185185185185	TAF6	PRKCA
1.0	2.7590909090909093	TTC21B	KRAS
1.0	2.7098214285714284	MYO1B	KRAS
1.0	2.662280701754386	LPP	KRAS
1.0	2.6163793103448274	DENND1A	TBC1D24
1.0	2.5720338983050848	EPHX1	TP53
1.0	2.529166666666667	ATP11A	IFIH1
1.0	2.487704918032787	TRIO	APC
1.0	2.4475806451612905	ABCB1	APC
1.0	2.4087301587301586	ACACB	TP53
1.0	2.37109375	CD63	TP53
1.0	2.3346153846153848	ATM	TP53
1.0	2.2992424242424243	MPRIP	TG
1.0	2.264925373134328	TBC1D24	KRAS
1.0	2.2316176470588234	RPE	TP53
1.0	2.199275362318841	LAMA3	KRAS
1.0	2.1678571428571427	ATP2A3	KRAS
1.0	2.137323943661972	UBA2	KRAS
1.0	2.107638888888889	ITGA7	TP53
1.0	2.078767123287671	MCPH1	COL18A1
1.0	2.050675675675676	DNMT1	XRCC4
1.0	2.0233333333333334	UTP20	TP53
1.0	1.9967105263157894	KLF4	TP53
1.0	1.9707792207792207	ADAR	TP53
1.0	1.9455128205128205	OSBP	APC
1.0	1.9208860759493671	SEPHS1	XRCC4
1.0	1.896875	ELF3	XRCC4
1.0	1.873456790123457	COPS5	XRCC4
1.0	1.850609756097561	HIP1R	TP53
1.0	1.8283132530120483	TCOF1	PRKCA
1.0	1.806547619047619	PDIA5	TP53
1.0	1.785294117647059	CD151	XRCC4
1.0	1.7645348837209303	TTLL3	PRKCA
1.0	1.7442528735632183	KIF2C	TG
1.0	1.7244318181818181	RANBP9	GNA15
1.0	1.7050561797752808	DNAJC14	KRAS
1.0	1.6861111111111111	COPB1	TP53
1.0	1.6675824175824177	RANBP2	KRAS
1.0	1.6494565217391304	ARHGAP11A	TP53
1.0	1.631720430107527	DOCK11	KRAS
1.0	1.6143617021276595	COL11A1	PTK2
1.0	1.5973684210526315	USP13	TP53
1.0	1.5807291666666667	PRKCA	KRAS
1.0	1.5644329896907216	SGK3	CSF1
1.0	1.5484693877551021	SOX13	APOE
1.0	1.5328282828282829	STX2	XRCC4
1.0	1.5175	SF1	TP53
1.0	1.5024752475247525	TP53	XRCC4
1.0	1.4877450980392157	ADNP	PRKCA
1.0	1.4733009708737863	IPO8	SF1
1.0	1.4591346153846154	ARHGEF15	APC
1.0	1.4452380952380952	MXD1	PRKCA
1.0	1.4316037735849056	DAPK1	GNA15
1.0	1.4182242990654206	ELMO1	KRAS
1.0	1.4050925925925926	CD3EAP	TG
1.0	1.3922018348623852	ALG10B	PRKCA
1.0	1.3795454545454546	PRKD3	PRKCA
1.0	1.367117117117117	DPF2	PIK3CA
1.0	1.3549107142857142	TG	XRCC4
1.0	1.342920353982301	PHLDB1	TP53
1.0	1.331140350877193	CSF1	OSBP
1.0	1.3195652173913044	TFR2	APC
1.0	1.3081896551724137	FPR3	KRAS
1.0	1.297008547008547	EHBP1L1	KRAS
1.0	1.2860169491525424	SMUG1	TG
1.0	1.2752100840336134	EDEM1	PRKCA
1.0	1.2645833333333334	CALCOCO1	PRKCA
1.0	1.2541322314049588	GPHN	XRCC4
1.0	1.2438524590163935	FAT4	TP53
1.0	1.233739837398374	CENPB	DNMT1
1.0	1.2237903225806452	LANCL2	PRKCA
1.0	1.214	CAMK2D	KRAS
1.0	1.2043650793650793	RAB11B	XRCC4
1.0	1.1948818897637796	CHD1	FBXW7
1.0	1.185546875	UNK	TP53
1.0	1.176356589147287	TNRC6B	TP53
1.0	1.1673076923076924	NSUN2	KRAS
1.0	1.1583969465648856	APC	XRCC4
1.0	1.1496212121212122	TCIRG1	TP53
1.0	1.1409774436090225	ALPK1	KRAS
1.0	1.132462686567164	UPF2	TP53
1.0	1.124074074074074	CENPF	KIF2C
1.0	1.1158088235294117	PRR5L	KRAS
1.0	1.1076642335766422	COL5A2	PTK2
1.0	1.0996376811594204	SMC2	XRCC4
1.0	1.091726618705036	ITPR1	APC
1.0	1.0839285714285714	FZD6	PLXNA3
1.0	1.076241134751773	CADPS	APOE
1.0	1.068661971830986	PRLR	GNA15
1.0	1.0611888111888113	PHF14	PIK3CA
1.0	1.0538194444444444	CDH17	TP53
1.0	1.046551724137931	BLVRB	KRAS
1.0	1.0393835616438356	NFIC	GNA15
1.0	1.032312925170068	MUC17	PRKCA
1.0	1.025337837837838	CDH11	APC
