Score	q-val	Members
1.0	2.43979057591623	FBXO36	MET
1.0	2.4270833333333335	KDM6A	MET
1.0	2.4145077720207255	IER5	MET
1.0	2.402061855670103	ZFP14	MET
1.0	2.3897435897435897	LYAR	MLL3
1.0	2.377551020408163	ZNF200	MET
1.0	2.3654822335025383	BAP1	MET
1.0	2.3535353535353534	WWC2	MET
1.0	2.341708542713568	DPH3	MET
1.0	2.33	SYNGR2	MET
1.0	2.318407960199005	AFMID	MET
1.0	2.3069306930693068	ACOX3	MET
1.0	2.2955665024630543	PRMT2	MET
1.0	2.284313725490196	ITPRIP	MET
1.0	2.273170731707317	ZNF407	MET
1.0	2.262135922330097	LRRFIP1	MET
1.0	2.251207729468599	NRG1	MLL3
1.0	2.2403846153846154	NBPF9	MET
1.0	2.229665071770335	SLC43A3	MET
1.0	2.219047619047619	NFX1	MET
1.0	2.2085308056872037	TRPM3	MET
1.0	2.19811320754717	SGK2	MET
1.0	2.187793427230047	GAGE2A	MET
1.0	2.177570093457944	C17orf70	MET
1.0	2.167441860465116	STXBP3	MET
1.0	2.1574074074074074	TOPORS	MLL3
1.0	2.1474654377880182	KIDINS220	MLL3
1.0	2.1376146788990824	ACADL	FAT1
1.0	2.127853881278539	PPM1G	MET
1.0	2.118181818181818	NCOA3	MET
1.0	2.1085972850678734	PRDX6	MET
1.0	2.099099099099099	TBCD	MET
1.0	2.0896860986547083	ZFAND2B	MET
1.0	2.080357142857143	TXNRD1	MET
1.0	2.071111111111111	JMJD1C	MLL3
1.0	2.061946902654867	GPAM	MET
1.0	2.052863436123348	MAPRE3	MET
1.0	2.043859649122807	OAT	MET
1.0	2.034934497816594	BCLAF1	MET
1.0	2.026086956521739	IRX5	MET
1.0	2.017316017316017	SAV1	MET
1.0	2.0086206896551726	SSFA2	HNRNPM
1.0	2.0	IRX1	MET
1.0	1.9914529914529915	FAM13B	MLL3
1.0	1.9829787234042553	CHD8	MET
1.0	1.9745762711864407	PRPF8	MET
1.0	1.9662447257383966	OST4	MET
1.0	1.9579831932773109	RNF128	MET
1.0	1.9497907949790796	GTF3C2	MET
1.0	1.9416666666666667	CEBPA	MET
1.0	1.933609958506224	NF2	MET
1.0	1.9256198347107438	AHI1	MLL3
1.0	1.9176954732510287	GDPD5	MET
1.0	1.9098360655737705	SCRN2	SETD2
1.0	1.9020408163265305	MEMO1	MET
1.0	1.8943089430894309	COL5A1	MET
1.0	1.8866396761133604	PPP1R9B	MLL3
1.0	1.8790322580645162	IFIT5	MET
1.0	1.8714859437751004	FASTKD3	MLL3
1.0	1.864	ADCY3	MET
1.0	1.8565737051792828	SCPEP1	MET
1.0	1.8492063492063493	ATP1B1	MET
1.0	1.841897233201581	PNMA2	MET
1.0	1.8346456692913387	VAPB	MET
1.0	1.8274509803921568	FAM20C	MET
1.0	1.8203125	TRAPPC2L	MET
1.0	1.8132295719844358	CD52	MLL3
1.0	1.806201550387597	SIDT2	MLL3
1.0	1.7992277992277992	DCPS	MET
1.0	1.7923076923076924	AGPS	MLL3
1.0	1.78544061302682	MTG1	MLL3
1.0	1.7786259541984732	COL4A3BP	MET
1.0	1.7718631178707225	WWP1	FAT1
1.0	1.7651515151515151	RSPH3	MET
1.0	1.758490566037736	C2orf62	MET
1.0	1.7518796992481203	MRPL33	MET
1.0	1.7453183520599251	CYHR1	MET
1.0	1.7388059701492538	EIF2B4	MET
1.0	1.7323420074349443	ACSM2B	MET
1.0	1.7259259259259259	F12	MET
1.0	1.7195571955719557	VANGL1	MET
1.0	1.713235294117647	CIZ1	MET
1.0	1.706959706959707	LYRM4	MET
1.0	1.7007299270072993	KIAA0141	MET
1.0	1.6945454545454546	OPTN	MET
1.0	1.6884057971014492	H2AFJ	MLL3
1.0	1.6823104693140793	FARP2	MET
1.0	1.6762589928057554	RFC5	MET
1.0	1.6702508960573477	PCF11	MET
1.0	1.6642857142857144	PRDM9	MET
1.0	1.6583629893238434	ACAP1	MET
1.0	1.6524822695035462	BHMT	MLL3
1.0	1.646643109540636	MYEOV2	MET
1.0	1.6408450704225352	GIGYF2	MET
1.0	1.6350877192982456	ADD1	MLL3
1.0	1.6293706293706294	STK11IP	MET
1.0	1.6236933797909407	ENPP1	MET
1.0	1.6180555555555556	PFKFB3	MET
1.0	1.6124567474048443	ASAP3	MET
1.0	1.606896551724138	C12orf57	MET
1.0	1.6013745704467355	ANGEL1	MET
1.0	1.595890410958904	TJAP1	MET
1.0	1.5904436860068258	FAM65B	MET
1.0	1.5850340136054422	LGALS3BP	MET
1.0	1.5796610169491525	KRAS	MET
1.0	1.5743243243243243	NUP50	MET
1.0	1.569023569023569	GALNS	MET
1.0	1.563758389261745	PBRM1	MET
1.0	1.5585284280936456	FCHO2	FAT1
1.0	1.5533333333333332	COL18A1	MLL3
1.0	1.548172757475083	OSBPL5	MLL3
1.0	1.5430463576158941	MAML1	MLL3
1.0	1.537953795379538	CREBBP	FAT1
1.0	1.5328947368421053	AGBL5	MET
1.0	1.5278688524590165	DDX1	MET
1.0	1.522875816993464	ANKMY1	MET
1.0	1.517915309446254	SKI	MLL3
1.0	1.5129870129870129	CDC20	MLL3
1.0	1.5080906148867315	CDC27	MET
1.0	1.5032258064516129	NOTCH1	MET
1.0	1.4983922829581993	DMTF1	MET
1.0	1.4935897435897436	KIAA0922	MLL3
1.0	1.488817891373802	UTS2R	MET
1.0	1.484076433121019	AHDC1	MET
1.0	1.4793650793650794	KCNJ15	MET
1.0	1.4746835443037976	ARSD	MET
1.0	1.4700315457413249	KIAA0368	MET
1.0	1.4654088050314464	AP1B1	MET
1.0	1.4608150470219436	UTP18	MET
1.0	1.45625	FERMT3	MET
1.0	1.4517133956386292	CPEB4	MET
1.0	1.4472049689440993	MITF	MET
1.0	1.4427244582043344	TTLL4	MLL3
1.0	1.4382716049382716	VPS37D	MLL3
1.0	1.4338461538461538	MLH3	MET
1.0	1.4294478527607362	HSBP1	MET
1.0	1.4250764525993884	PTEN	MET
1.0	1.420731707317073	DNAJC14	MET
1.0	1.4164133738601823	LOC100132247	MET
1.0	1.412121212121212	FITM2	MET
1.0	1.4078549848942599	PARG	MET
1.0	1.4036144578313252	AGAP1	MET
1.0	1.3993993993993994	GOLGA4	MET
1.0	1.3952095808383234	GOLGA2	MET
1.0	1.391044776119403	AASDH	MET
1.0	1.3869047619047619	DNAJC27	MLL3
1.0	1.3827893175074184	PSG5	MET
1.0	1.378698224852071	NOL10	MET
1.0	1.3746312684365782	ADAM17	MET
1.0	1.3705882352941177	MTAP	MET
1.0	1.3665689149560116	SUSD4	MET
1.0	1.3625730994152048	SRCAP	MLL3
1.0	1.358600583090379	CXCL1	MET
1.0	1.3546511627906976	BMS1	MET
1.0	1.3507246376811595	PRPF19	MET
1.0	1.346820809248555	FAM117B	MET
1.0	1.3429394812680115	SULT1C4	FAT1
1.0	1.339080459770115	XBP1	MET
1.0	1.335243553008596	FAT1	MET
1.0	1.3314285714285714	IL10RA	MET
1.0	1.3276353276353277	DTNB	MET
1.0	1.3238636363636365	PEX14	MET
1.0	1.320113314447592	HRCT1	MET
1.0	1.3163841807909604	DFNA5	MLL3
1.0	1.3126760563380282	COX7A1	MET
1.0	1.3089887640449438	BAIAP2L2	MET
1.0	1.3053221288515406	SYNPO2	MLL3
1.0	1.3016759776536313	ANKRD40	MET
1.0	1.298050139275766	NAT9	MET
1.0	1.2944444444444445	APRT	MET
1.0	1.290858725761773	KHK	MET
1.0	1.287292817679558	PREB	MET
1.0	1.2837465564738293	MAPK15	MET
1.0	1.2802197802197801	FCGR2A	MET
1.0	1.2767123287671234	PAPOLG	MET
1.0	1.273224043715847	COG1	MET
1.0	1.2697547683923707	RBM17	MLL3
1.0	1.266304347826087	F13A1	MET
1.0	1.2628726287262872	TTL	MET
1.0	1.2594594594594595	STARD3	MET
1.0	1.256064690026954	ZNF184	MET
1.0	1.2526881720430108	PAPPA	MET
1.0	1.2493297587131367	MLL3	FAT1
1.0	1.2459893048128343	INADL	MET
1.0	1.2426666666666666	PLXNB2	MET
1.0	1.2393617021276595	TRIM41	MET
1.0	1.2360742705570291	ZNF814	MET
1.0	1.2328042328042328	CDKL2	MLL3
1.0	1.229551451187335	HOXD8	MLL3
1.0	1.2263157894736842	RNF25	MET
1.0	1.2230971128608923	ASB6	MET
1.0	1.219895287958115	ITGB4	MET
1.0	1.216710182767624	COPS7B	MET
1.0	1.2135416666666667	UBE2QL1	MET
1.0	1.2103896103896103	PTPRCAP	MET
1.0	1.2072538860103628	COMMD8	MET
1.0	1.2041343669250646	FOLR2	MET
1.0	1.2010309278350515	HOXA5	MET
1.0	1.1979434447300772	ENTPD7	MET
1.0	1.1948717948717948	SLC30A9	MLL3
1.0	1.1918158567774937	LRFN4	MET
1.0	1.1887755102040816	RUNX2	MLL3
1.0	1.1857506361323156	PARD6B	MET
1.0	1.1827411167512691	ACY1	MET
1.0	1.179746835443038	HTT	FAT1
1.0	1.1767676767676767	C3orf17	MET
1.0	1.1738035264483626	COX8A	MET
1.0	1.170854271356784	DENR	MET
1.0	1.167919799498747	SLC25A12	MLL3
1.0	1.165	TRIM55	MET
1.0	1.1620947630922693	PLEKHA6	MLL3
1.0	1.1592039800995024	NEDD4	MLL3
1.0	1.1563275434243176	HEATR3	MLL3
1.0	1.1534653465346534	TXNDC15	MET
1.0	1.1506172839506172	YIPF3	MET
1.0	1.1477832512315271	PIP4K2A	MET
1.0	1.144963144963145	DAP3	MLL3
1.0	1.142156862745098	HPS5	MET
1.0	1.1393643031784841	IGFBP6	MET
1.0	1.1365853658536584	BCAM	MLL3
1.0	1.1338199513381995	CLTC	FAT1
1.0	1.1310679611650485	ZZEF1	MET
1.0	1.1283292978208233	LGR4	MET
1.0	1.1256038647342994	SBDS	MET
1.0	1.1228915662650603	CCDC41	MET
1.0	1.1201923076923077	GSN	MLL3
1.0	1.1175059952038369	TPP1	MLL3
1.0	1.1148325358851674	PSMD1	MET
1.0	1.1121718377088305	MKL1	MET
1.0	1.1095238095238096	SHC2	MET
1.0	1.1068883610451306	HSP90AA1	MLL3
1.0	1.1042654028436019	PRKCI	MLL3
1.0	1.1016548463356974	ARHGAP29	FAT1
1.0	1.099056603773585	PIGR	FAT1
1.0	1.096470588235294	ARHGAP26	FAT1
1.0	1.0938967136150235	FAM134A	MLL3
1.0	1.0913348946135832	ITGB1BP1	MET
1.0	1.088785046728972	TPPP	MET
1.0	1.0862470862470863	DIS3L2	MET
1.0	1.083720930232558	PEBP1	MET
1.0	1.0812064965197217	KRTAP1-3	MET
1.0	1.0787037037037037	PPP1R15B	MET
1.0	1.0762124711316396	GSTP1	MET
1.0	1.0737327188940091	SMARCAD1	MET
1.0	1.071264367816092	ING5	MET
1.0	1.0688073394495412	TNFRSF21	MET
1.0	1.0663615560640731	ING4	MLL3
1.0	1.0639269406392695	NDUFB7	MET
1.0	1.061503416856492	CYTH1	MET
1.0	1.059090909090909	RSAD1	MET
1.0	1.056689342403628	MINA	MET
1.0	1.0542986425339367	LARS	FAT1
1.0	1.0519187358916477	MUS81	MET
1.0	1.0495495495495495	NACA2	MET
1.0	1.047191011235955	ACTB	MLL3
1.0	1.0448430493273542	TXNIP	MET
1.0	1.0425055928411633	GIMAP8	MET
1.0	1.0401785714285714	MUC20	MET
1.0	1.0378619153674833	NFASC	FAT1
1.0	1.0355555555555556	SAP30BP	MET
1.0	1.033259423503326	CENPK	MLL3
1.0	1.0309734513274336	ATXN7L3	MET
1.0	1.0286975717439293	MON2	MET
1.0	1.026431718061674	SH3BP4	MET
1.0	1.024175824175824	ATXN3	MET
1.0	1.0219298245614035	SON	MLL3
1.0	1.0196936542669583	KLHL36	MET
1.0	1.017467248908297	SLC6A8	MET
1.0	1.0152505446623095	SLC17A1	MLL3
1.0	1.0130434782608695	CSGALNACT2	MET
1.0	1.0108459869848156	PSPC1	MLL3
1.0	1.0086580086580086	BRE	MET
1.0	1.0064794816414686	TEP1	MET
1.0	1.0043103448275863	SLC5A6	MET
1.0	1.0021505376344086	SETD2	MET
1.0	1.0	SH3BP2	MET
