Score	q-val	Members
1.0	2.9114285714285715	CFLAR	PLXNA3
1.0	2.8531999999999997	SMCHD1	TP53
1.0	2.7972549019607844	RECQL5	KRAS
1.0	2.7434615384615384	TAF6	PRKCA
1.0	2.691698113207547	LPP	KRAS
1.0	2.6418518518518517	MYO1B	KRAS
1.0	2.5938181818181816	DENND1A	TBC1D24
1.0	2.5475	EPHX1	TP53
1.0	2.5028070175438595	TRIO	APC
1.0	2.459655172413793	ATP11A	IFIH1
1.0	2.417966101694915	ABCB1	APC
1.0	2.377666666666667	ACACB	TP53
1.0	2.338688524590164	CD63	TP53
1.0	2.3009677419354837	ATM	TP53
1.0	2.2644444444444445	MPRIP	TG
1.0	2.2290625	TBC1D24	KRAS
1.0	2.194769230769231	RPE	TP53
1.0	2.1615151515151516	LAMA3	KRAS
1.0	2.1292537313432836	ATP2A3	KRAS
1.0	2.097941176470588	UBA2	KRAS
1.0	2.0675362318840578	ITGA7	PRKCA
1.0	2.038	MCPH1	COL18A1
1.0	2.0092957746478874	DNMT1	XRCC4
1.0	1.9813888888888889	UTP20	TP53
1.0	1.9542465753424656	KLF4	TP53
1.0	1.9278378378378378	ADAR	TP53
1.0	1.9021333333333332	OSBP	APC
1.0	1.8771052631578946	SEPHS1	XRCC4
1.0	1.8527272727272728	COPS5	XRCC4
1.0	1.828974358974359	ELF3	XRCC4
1.0	1.8058227848101265	HIP1R	TP53
1.0	1.78325	TCOF1	COPS5
1.0	1.7612345679012344	PDIA5	TP53
1.0	1.7397560975609756	CD151	XRCC4
1.0	1.7187951807228916	TTLL3	PRKCA
1.0	1.6983333333333333	KIF2C	TG
1.0	1.6783529411764706	RANBP9	GNA15
1.0	1.6588372093023256	DNAJC14	KRAS
1.0	1.6397701149425288	COPB1	TP53
1.0	1.6211363636363636	RANBP2	KRAS
1.0	1.6029213483146068	ARHGAP11A	TP53
1.0	1.5851111111111111	DOCK11	KRAS
1.0	1.5676923076923077	USP13	TP53
1.0	1.5506521739130434	PRKCA	KRAS
1.0	1.5339784946236559	SOX13	APOE
1.0	1.517659574468085	SGK3	CSF1
1.0	1.5016842105263157	STX2	XRCC4
1.0	1.4860416666666667	ADNP	PRKCA
1.0	1.470721649484536	TP53	XRCC4
1.0	1.4557142857142857	IPO8	RANBP2
1.0	1.441010101010101	ARHGEF15	APC
1.0	1.4265999999999999	MXD1	TDRD3
1.0	1.4124752475247524	DAPK1	GNA15
1.0	1.3986274509803922	ELMO1	KRAS
1.0	1.3850485436893203	CD3EAP	TG
1.0	1.3717307692307692	ALG10B	SGK3
1.0	1.3586666666666667	DPF2	PIK3CA
1.0	1.3458490566037735	TG	XRCC4
1.0	1.3332710280373832	PHLDB1	TP53
1.0	1.3209259259259258	TFR2	APC
1.0	1.3088073394495412	CSF1	OSBP
1.0	1.2969090909090908	FPR3	KRAS
1.0	1.2852252252252252	EHBP1L1	KRAS
1.0	1.27375	SMUG1	TG
1.0	1.2624778761061946	EDEM1	PRKCA
1.0	1.2514035087719297	GPHN	XRCC4
1.0	1.2405217391304348	FAT4	TP53
1.0	1.2298275862068966	LANCL2	CFH
1.0	1.2193162393162393	CAMK2D	KRAS
1.0	1.2089830508474575	RAB11B	PHLDB1
1.0	1.1988235294117646	CHD1	FBXW7
1.0	1.1888333333333334	UNK	TP53
1.0	1.17900826446281	TNRC6B	TP53
1.0	1.169344262295082	NSUN2	KRAS
1.0	1.1598373983739838	APC	XRCC4
1.0	1.1504838709677419	TCIRG1	TP53
1.0	1.14128	ALPK1	KRAS
1.0	1.1322222222222222	UPF2	TP53
1.0	1.1233070866141732	CENPF	KIF2C
1.0	1.11453125	PRR5L	KRAS
1.0	1.105891472868217	SMC2	XRCC4
1.0	1.0973846153846154	ITPR1	TP53
1.0	1.0890076335877863	FZD6	GNA15
1.0	1.0807575757575758	CADPS	APOE
1.0	1.0726315789473684	PRLR	GNA15
1.0	1.0646268656716418	PHF14	PIK3CA
1.0	1.0567407407407408	CDH17	TP53
1.0	1.048970588235294	BLVRB	KRAS
1.0	1.0413138686131387	NFIC	GNA15
1.0	1.0337681159420289	MUC17	RPE
1.0	1.0263309352517986	CDH11	APC
