Score	q-val	Members
1.0	1.21875	TFR2	TP53
1.0	1.2093023255813953	FPR3	KRAS
1.0	1.2	C17orf42	TP53
1.0	1.1908396946564885	EHBP1L1	KRAS
1.0	1.1818181818181819	SMUG1	L2HGDH
1.0	1.1729323308270676	EDEM1	L2HGDH
1.0	1.164179104477612	PLEKHG1	TP53
1.0	1.1555555555555554	FAT4	TP53
1.0	1.1470588235294117	CAMK2D	KRAS
1.0	1.1386861313868613	CHD1	KRAS
1.0	1.1304347826086956	UNK	TP53
1.0	1.1223021582733812	TNRC6B	TP53
1.0	1.1142857142857143	NSUN2	KRAS
1.0	1.1063829787234043	APC	XRCC4
1.0	1.0985915492957747	TCIRG1	TP53
1.0	1.0909090909090908	ALPK1	KRAS
1.0	1.0833333333333333	UPF2	TP53
1.0	1.0758620689655172	C5orf51	TP53
1.0	1.0684931506849316	LRRC41	KRAS
1.0	1.0612244897959184	PRR5L	KRAS
1.0	1.054054054054054	SMC2	L2HGDH
1.0	1.0469798657718121	ITPR1	TP53
1.0	1.04	MXRA5	TP53
1.0	1.033112582781457	CADPS	KRAS
1.0	1.0263157894736843	MAGIX	KRAS
1.0	1.0196078431372548	CDH17	TP53
1.0	1.0129870129870129	L2HGDH	ASTN2
1.0	1.0064516129032257	BLVRB	KRAS
1.0	1.0	CDH11	TP53
